nus_code,name,level,education_level,field,n_styrk_linked,n_styrk_with_exposure,mean_exposure
716501,"Designkandidat, møbel og innredning, hovedfag. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Humanistiske og estetiske fag,2,2,0.469577
716502,"Master, design, studieretning interiørarkitektur og møbeldesign, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Humanistiske og estetiske fag,2,2,0.469577
716599,"Interiør- og dekoratørutdanning, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Humanistiske og estetiske fag,2,2,0.469577
716906,"Master, design, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Humanistiske og estetiske fag,2,2,0.469577
756202,"Master of Philosophy, physical oceanography, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",2,2,0.467478
8522,Kjemiske fag,4,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852201,"Dr.ing.-utdanning, kjemi. UTGÅTT KODE",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852202,"Dr.ing.-utdanning, geologi og petroleumsteknologi",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852204,"Lic.techn.-utdanning, kjemitekniske fag",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852206,"Dr.scient.-utdanning, kjemi. UTGÅTT KODE",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852210,"Ph.d.-program, kjemi",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852211,"Ph.d.-program, kjemisk prosessteknologi",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852212,"Ph.d.-program, petroleumsteknologi og anvendt geofysikk",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
852299,"Kjemiske fag, uspesifiserte, forskerutdanning",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",3,3,0.463454
7249,"Utdanninger i pedagogikk, andre",4,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724902,"Master of Philosophy, comparative and international education",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724903,"Cand.ed.-utdanning, uspesifisert. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724904,"Master, international education, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724905,"Master, IKT i læring, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724906,"Master, pedagogisk psykologisk rådgiving, 1½-årig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724907,"Master, mangfold og inkludering i pedagogisk virksomhet, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724909,"Master, educational policies for global development, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724910,"Master, assessment and evaluation, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724911,"Master, education, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724912,"Master, praktisk-psykologisk rådgivning, ME, 2-årig",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
724999,"Utdanning i pedagogikk, annen, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Lærerutdanninger og pedagogikk,3,3,0.46058
736,Psykologiske fag,3,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
7361,Psykologi,4,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736101,"Cand.polit.-utdanning, psykologi. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736102,"Cand.psychol.-utdanning, profesjonsstudiet i psykologi, femårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736103,"Mag.art.-utdanning, psykologi. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736104,"Master, psykologi, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736199,"Psykologi, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
7369,"Psykologiske fag, andre",4,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736901,"Master of Philosophy, psykologiske fag, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736902,"Master, psykologiske fag, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736903,"Masterstudium i atferdsvitenskap, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736904,"Master, erfaringsbasert, krisepsykologi, ME, 1 ½-årig",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
736999,"Psykologiske fag, andre, uspesifiserte, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Samfunnsfag og juridiske fag,2,2,0.460352
855,"Utdanninger i elektrofag, mekaniske fag og maskinfag",3,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
8551,Elektro,4,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855101,"Dr.ing.-utdanning, elektroniske fag. UTGÅTT KODE",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855102,"Dr.ing.-utdanning, elektrofag. UTGÅTT KODE",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855103,"Dr.techn.-utdanning, elektroniske fag. UTGÅTT KODE",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855104,"Lic.techn.-utdanning, elektroniske fag",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855105,"Ph.d.-program, elektroteknikk",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855106,"Ph.d.-program, energi- og prosessteknikk",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855107,"Ph.d.-program, elkraftteknikk",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855108,"Ph.d.-program, teknisk kybernetikk",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
855199,"Elektro, uspesifisert, forskerutdanning",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",4,4,0.456675
6562,Geofysikk,4,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
656201,"Geofysikk, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
656202,"Bachelor, ressursgeologi, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
656203,"Bachelor, geofysikk, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
656299,"Geofysikk, uspesifisert, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
656999,"Geofag, andre, uspesifiserte, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
751409,"Master, water studies, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
751410,"Master, teknologi, vann- og miljøteknikk, femårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
755204,"Master of Science, hydropower development, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
7561,Geologi,4,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756101,"Cand.real.-utdanning, geologi. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756102,"Cand.scient.-utdanning, geologi, UTGÅTT KODE, SE 756103",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756103,"Cand.scient.-utdanning, geologi. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756104,"Mag.scient.-utdanning, geologi. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756105,"Mag.scient.-utdanning, geologi, UTGÅTT KODE, SE 756104",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756106,"Master of Science, geologi, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756107,"Master, geologi, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756108,"Sivilingeniørutdanning, georessurser og geoteknologi",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756109,"Sivilingeniørutdanning, ingeniørteknologi",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756199,"Geologi, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756204,"Master of Science, petroleum geosciences, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756211,"Master, teknologi, geofag og petroleumsteknologi, femårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
756302,"Cand.scient.-utdanning, naturgeografi. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
851401,"Ph.d.-program, vann- og miljøteknikk",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
851499,"Miljø- og forurensningsstudier, uspesifiserte, forskerutdanning",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
856201,"Dr.scient.-utdanning, geofysikk. UTGÅTT KODE",5,Forskerutdanning,"Naturvitenskapelige fag, håndverksfag og tekniske fag",1,1,0.456044
4442,Hotell- og restaurantfag,4,Videregående avsluttende utdanning,Økonomiske og administrative fag,1,1,0.452282
444201,Hotellfagskole,5,Videregående avsluttende utdanning,Økonomiske og administrative fag,1,1,0.452282
444202,"Kostholdsøkonom, toårig",5,Videregående avsluttende utdanning,Økonomiske og administrative fag,1,1,0.452282
444299,"Hotell- og restaurantfag, uspesifiserte, videregående, avsluttende utdanning",5,Videregående avsluttende utdanning,Økonomiske og administrative fag,1,1,0.452282
5442,Hotell- og restaurantfag,4,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
544201,"Kjøkken- og restaurantledelse, ettårig",5,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
544202,Kjøkkensjefkurs,5,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
544203,"Fagskoleutdanning, hotell- og restaurantfag, UTGÅTT KODE, SE NY",5,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
544204,"Fagskoleutdanning, hotell- og restaurantkoordinator, ettårig",5,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
544205,"Fagskoleutdanning, kjøkken- og restaurantledelse, halvårig",5,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
544206,"Fagskoleutdanning, hotell- og restaurantdrift, toårig",5,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
544299,"Hotell- og restaurantfag, uspesifiserte, påbygging til videregående utdanning",5,Påbygging til videregående utdanning,Økonomiske og administrative fag,1,1,0.452282
6442,Hotell- og restaurantfag,4,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644201,"Diplomstudium ved Norsk hotellhøgskole, fireårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644202,"Forkurs for administrasjonslinjen, 1. avd. ved Norsk hotellhøgskole",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644203,"Høgskolekandidat, hotelladministrasjon, toårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644204,"Høgskolekandidat, hotelladministrasjon, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644205,"Høgskolekandidat, kjøkken- og restaurantledelse, toårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644206,"Servicemanagement, ettårig påbygging",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644207,"Visitor Management, ettårig påbygging",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644208,"Bachelor, hotelladministrasjon, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644209,"Bachelor, restaurantledelse, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644210,"Restaurantledelse, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
644299,"Hotell- og restaurantfag, uspesifiserte, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,1,1,0.452282
635901,"Høgskolekandidat, film- og fjernsynsutdanning, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Samfunnsfag og juridiske fag,3,3,0.452247
635904,"Høgskolekandidat, programproduksjon for fjernsyn og video, toårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Samfunnsfag og juridiske fag,3,3,0.452247
635905,"Programproduksjon for fjernsyn og video, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå",Samfunnsfag og juridiske fag,3,3,0.452247
635907,"Bachelor, fjernsynsteknikk, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Samfunnsfag og juridiske fag,3,3,0.452247
635908,"Bachelor, fjernsynsregi, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Samfunnsfag og juridiske fag,3,3,0.452247
635912,"Bachelor, Den norske filmskolen (film- og fjernsynsfag), treårig. UTGÅTT KODE, SE 615213",5,"Universitets-/høgskoleutdanning, lavere nivå",Samfunnsfag og juridiske fag,3,3,0.452247
6421,Handel,4,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
642101,"Diplomkandidat, varehandel. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
642102,"Handelsøkonom, fireårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
642104,"Varehandel, påbygging",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
642105,"Diplomøkonom, varehandel, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
642106,"Bachelor, handel, service og logistikk, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
642108,"Bachelor, innkjøpsledelse, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
642199,"Handel, uspesifisert, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå",Økonomiske og administrative fag,7,7,0.450476
622104,"Lærerhøgskole, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Lærerutdanninger og pedagogikk,2,2,0.449536
674101,"Høgskolekandidat, skogbruksfag, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå",Primærnæringsfag,2,2,0.447088
77,Primærnæringsfag,2,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772,Jordbruk,3,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
7721,Jordbruk,4,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772101,"Cand.agric.-utdanning, uoppgitt. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772102,"Cand.agric.-utdanning, jord-, vann- og plantefag. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772103,"Cand.agric.-utdanning, landbruksteknikk. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772104,"Master, agroøkologi, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772105,"Master, bærekraftig landbruk, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772199,"Jordbruk, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
7729,"Jordbruk, andre",4,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
772999,"Jordbruk, andre, uspesifiserte, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
773,Gartneri og hagebruk,3,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
7731,Gartneri og hagebruk,4,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
773101,"Cand.agric.-utdanning, grøntmiljø og hagebruksvitenskap. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
773199,"Gartneri og hagebruk, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
7739,"Gartneri og hagebruk, andre",4,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
773999,"Gartneri og hagebruk, andre, uspesifiserte, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
774,Skogbruk,3,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
7741,Skogbruk,4,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
774101,"Cand.agric.-utdanning, skogfag. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
774199,"Skogbruk, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
7749,"Skogbruk, andre",4,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
774999,"Skogbruk, andre, uspesifiserte, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå",Primærnæringsfag,2,2,0.447088
766,Apotekfag,3,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
7661,Farmasi,4,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
766105,"Master, klinisk farmasi",5,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
766106,"Master, farmasi, toårig",5,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
766199,"Farmasi, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
7662,Reseptarfag,4,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
766299,"Reseptarfag, uspesifiserte, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
7663,Apotekteknikk,4,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
766399,"Apotekteknikk, uspesifisert, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
7669,"Apotekfag, andre",4,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
766999,"Apotekfag, andre, uspesifiserte, høyere nivå",5,"Universitets-/høgskoleutdanning, høyere nivå","Helse-, sosial- og idrettsfag",1,1,0.445897
4819,"Samferdsel, andre",4,Videregående avsluttende utdanning,Samferdsels- og sikkerhetsfag og andre servicefag,8,8,0.445246
481901,"Postale fag, videregående, avsluttende utdanning",5,Videregående avsluttende utdanning,Samferdsels- og sikkerhetsfag og andre servicefag,8,8,0.445246
481902,Telegrafistutdanning,5,Videregående avsluttende utdanning,Samferdsels- og sikkerhetsfag og andre servicefag,8,8,0.445246
481903,"Telekommunikasjon, videregående, avsluttende utdanning",5,Videregående avsluttende utdanning,Samferdsels- og sikkerhetsfag og andre servicefag,8,8,0.445246
481999,"Samferdsel, andre, uspesifiserte, videregående, avsluttende utdanning",5,Videregående avsluttende utdanning,Samferdsels- og sikkerhetsfag og andre servicefag,8,8,0.445246
6514,Miljø- og forurensningsstudier,4,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651401,"Energiøkonomisering, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651402,"Høgskolekandidat, natur- og miljøfag, toårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651403,"Høgskolekandidat, natur- og miljøfag, fireårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651404,"Høgskolekandidat, natur-, helse- og miljøvernfag, basisstudium, toårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651405,"Høgskolekandidat, natur-, helse- og miljøvernfag, toårig påbygging. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651406,"Høgskolekandidat, miljø- og ressursfag, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651407,"Høgskolekandidat, miljøteknologi, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651408,"Miljøfag, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651409,"Miljøteknologi, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651410,"Miljø- og havbruksteknologi, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651411,"Videreutdanning for ingeniører, miljø- og forurensningsstudier",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651414,"Høgskolekandidat, miljøøkonomi og -ledelse, treårig. UTGÅTT KODE",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651417,"Bachelor, natur-, helse- og miljøvernfag, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651421,"Bachelor, miljøbioteknologi, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651422,"Bachelor, miljø og ressursfag, naturvitenskapelig retning, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651423,"Bachelor, fornybar energi, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651424,"Bachelor, ingeniørfag, vann- og miljøteknikk, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651425,"Bachelor, ingeniørfag, fornybar energi, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651426,"Bachelor, arktisk forurensningsbiologi og forvaltning, treårig",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
651499,"Miljø- og forurensningsstudier, uspesifiserte, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",8,8,0.44387
6519,"Biologiske fag, andre",4,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",2,2,0.443369
651901,"Biologi, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",2,2,0.443369
651902,"Humanbiologi, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",2,2,0.443369
651903,"Humanøkologi, lavere nivå",5,"Universitets-/høgskoleutdanning, lavere nivå","Naturvitenskapelige fag, håndverksfag og tekniske fag",2,2,0.443369
