styrk08,platform,date_start,usage_pct,automation_share,augmentation_share,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share,n_classified,n_soc_matched,n_tasks_matched
6222,api,2026-02-05,0.0054,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,1,1
6224,api,2026-02-05,0.0054,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,1,1
7114,api,2026-02-05,0.0067,1.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,1,2
7115,api,2026-02-05,0.0024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1,1
7119,api,2026-02-05,0.0882,0.926984,0.073016,0.898413,0.028571,0.026984,0.024603,0.021429,650.0,2,5
7121,api,2026-02-05,0.0049,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,1,1
7123,api,2026-02-05,0.0045,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,1,1
7124,api,2026-02-05,0.0146,1.0,0.0,1.0,0.0,0.0,0.0,0.0,136.0,1,1
7126,api,2026-02-05,0.0136,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,1,2
7127,api,2026-02-05,0.0391,1.0,0.0,0.938034,0.061966,0.0,0.0,0.0,286.0,2,5
7131,api,2026-02-05,0.0034,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1,2
7132,api,2026-02-05,0.0222,0.905063,0.094937,0.905063,0.0,0.094937,0.0,0.0,158.0,1,1
7213,api,2026-02-05,0.0092,0.790698,0.209302,0.790698,0.0,0.0,0.209302,0.0,86.0,1,2
7214,api,2026-02-05,0.0086,1.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,1,1
7222,api,2026-02-05,0.5593,0.630206,0.369794,0.420297,0.209909,0.311154,0.028483,0.030158,4178.0,1,3
7223,api,2026-02-05,0.0387,0.829932,0.170068,0.774004,0.055928,0.0,0.170068,0.0,230.0,3,7
7231,api,2026-02-05,0.0412,0.862319,0.137681,0.821008,0.041311,0.0,0.137681,0.0,297.0,3,6
7232,api,2026-02-05,0.0313,1.0,0.0,0.876068,0.123932,0.0,0.0,0.0,234.0,1,3
7233,api,2026-02-05,0.0422,1.0,0.0,0.938034,0.061966,0.0,0.0,0.0,300.0,2,4
7234,api,2026-02-05,0.0313,1.0,0.0,0.876068,0.123932,0.0,0.0,0.0,234.0,1,3
7311,api,2026-02-05,0.0727,0.791436,0.208564,0.729471,0.061966,0.093923,0.114641,0.0,596.0,2,5
7312,api,2026-02-05,0.0313,1.0,0.0,0.876068,0.123932,0.0,0.0,0.0,234.0,1,3
7313,api,2026-02-05,0.0044,0.536585,0.463415,0.536585,0.0,0.463415,0.0,0.0,41.0,1,1
7314,api,2026-02-05,0.0409,0.961373,0.038627,0.914163,0.04721,0.038627,0.0,0.0,261.0,2,3
7315,api,2026-02-05,0.0051,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1,1
7317,api,2026-02-05,0.0358,0.922747,0.077253,0.828326,0.094421,0.077253,0.0,0.0,233.0,1,2
7319,api,2026-02-05,0.0358,0.922747,0.077253,0.828326,0.094421,0.077253,0.0,0.0,233.0,1,2
7321,api,2026-02-05,0.0736,0.943916,0.056084,0.943916,0.0,0.056084,0.0,0.0,608.0,2,9
7411,api,2026-02-05,0.0861,0.853968,0.146032,0.796825,0.057143,0.053968,0.049206,0.042857,630.0,1,5
7412,api,2026-02-05,0.04545,1.0,0.0,0.969017,0.030983,0.0,0.0,0.0,332.0,4,11
7413,api,2026-02-05,0.0313,1.0,0.0,0.876068,0.123932,0.0,0.0,0.0,234.0,1,3
7421,api,2026-02-05,0.16575,0.969916,0.030084,0.848681,0.121235,0.010961,0.003498,0.015625,1383.0,4,14
7422,api,2026-02-05,0.2611,0.939804,0.060196,0.853309,0.086495,0.007307,0.042472,0.010417,2187.0,6,21
7522,api,2026-02-05,0.0233,0.826923,0.173077,0.826923,0.0,0.173077,0.0,0.0,156.0,1,2
7531,api,2026-02-05,0.0576,0.801085,0.198915,0.801085,0.0,0.198915,0.0,0.0,553.0,1,1
7532,api,2026-02-05,0.006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.5,1,1
7543,api,2026-02-05,0.046,0.56,0.44,0.56,0.0,0.045714,0.394286,0.0,350.0,1,3
7544,api,2026-02-05,0.0512,1.0,0.0,1.0,0.0,0.0,0.0,0.0,301.0,2,3
8112,api,2026-02-05,0.0373,0.871795,0.128205,0.871795,0.0,0.064103,0.064103,0.0,312.0,1,1
8114,api,2026-02-05,0.0546,0.957265,0.042735,0.957265,0.0,0.021368,0.021368,0.0,428.0,3,3
8122,api,2026-02-05,0.0222,0.905063,0.094937,0.905063,0.0,0.094937,0.0,0.0,158.0,1,1
8131,api,2026-02-05,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,2,2
8132,api,2026-02-05,0.0031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1,1
8141,api,2026-02-05,0.0424,0.935897,0.064103,0.935897,0.0,0.032051,0.032051,0.0,340.0,2,3
8142,api,2026-02-05,0.0058,0.489796,0.510204,0.489796,0.0,0.0,0.510204,0.0,49.0,1,1
8152,api,2026-02-05,0.006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.5,1,1
8154,api,2026-02-05,0.0256,0.835821,0.164179,0.761194,0.074627,0.164179,0.0,0.0,201.0,1,1
8181,api,2026-02-05,0.0569,0.967949,0.032051,0.967949,0.0,0.016026,0.016026,0.0,431.0,4,5
8189,api,2026-02-05,0.0145,0.780488,0.219512,0.780488,0.0,0.0,0.219512,0.0,123.0,1,2
8211,api,2026-02-05,0.0196,0.730769,0.269231,0.730769,0.0,0.0,0.269231,0.0,175.0,2,2
8212,api,2026-02-05,0.0227,1.0,0.0,1.0,0.0,0.0,0.0,0.0,188.0,3,3
8311,api,2026-02-05,0.0031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1,1
8312,api,2026-02-05,0.0031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1,1
8322,api,2026-02-05,0.0936,0.992342,0.007658,0.967117,0.025225,0.0,0.0,0.007658,779.0,3,4
8331,api,2026-02-05,0.0031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1,1
8332,api,2026-02-05,0.0074,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,2,3
8343,api,2026-02-05,0.0175,1.0,0.0,1.0,0.0,0.0,0.0,0.0,148.0,2,2
8344,api,2026-02-05,0.0031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1,1
9111,api,2026-02-05,0.0035,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1,1
9112,api,2026-02-05,0.0035,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1,1
9211,api,2026-02-05,0.1028,0.868635,0.131365,0.845214,0.023422,0.02444,0.0,0.106925,982.0,1,1
9213,api,2026-02-05,0.1028,0.868635,0.131365,0.845214,0.023422,0.02444,0.0,0.106925,982.0,1,1
9214,api,2026-02-05,0.1028,0.868635,0.131365,0.845214,0.023422,0.02444,0.0,0.106925,982.0,1,1
9313,api,2026-02-05,0.0065,1.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,1,1
9329,api,2026-02-05,0.0363,1.0,0.0,1.0,0.0,0.0,0.0,0.0,279.0,1,2
9331,api,2026-02-05,0.0121,1.0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,1,3
9333,api,2026-02-05,0.023,0.845304,0.154696,0.845304,0.0,0.0,0.154696,0.0,181.0,1,4
9334,api,2026-02-05,0.036,0.915858,0.084142,0.915858,0.0,0.0,0.0,0.084142,309.0,1,5
9611,api,2026-02-05,0.0031,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1,1
9621,api,2026-02-05,0.0149,1.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,2,4
9629,api,2026-02-05,0.0163,1.0,0.0,1.0,0.0,0.0,0.0,0.0,141.0,2,3
1112,claude_ai,2025-08-04,0.287197,0.434907,0.565093,0.389281,0.045626,0.327165,0.088204,0.149724,2512.0,2,15
1114,claude_ai,2025-08-04,0.654851,0.456717,0.543283,0.425262,0.031455,0.358121,0.05274,0.132422,5609.0,3,40
1120,claude_ai,2025-08-04,0.287197,0.434907,0.565093,0.389281,0.045626,0.327165,0.088204,0.149724,2512.0,2,14
1211,claude_ai,2025-08-04,0.108036,0.473684,0.526316,0.473684,0.0,0.176316,0.023684,0.326316,760.0,1,14
1212,claude_ai,2025-08-04,0.064282,0.445826,0.554174,0.445826,0.0,0.463588,0.030195,0.060391,563.0,1,14
1213,claude_ai,2025-08-04,0.428204,0.431978,0.568022,0.394109,0.037868,0.182048,0.067882,0.318093,3565.0,1,31
1219,claude_ai,2025-08-04,0.687044,0.534626,0.465374,0.525159,0.009467,0.324711,0.019781,0.120882,5802.0,4,48
1221,claude_ai,2025-08-04,0.127061,0.450982,0.549018,0.442451,0.008531,0.482194,0.011848,0.054976,1090.0,2,11
1222,claude_ai,2025-08-04,0.424834,0.410563,0.589437,0.399276,0.011287,0.510433,0.025554,0.05345,3772.0,2,19
1223,claude_ai,2025-08-04,0.163713,0.40221,0.59779,0.383891,0.018319,0.291589,0.104684,0.201518,1331.0,2,16
1311,claude_ai,2025-08-04,0.038984,0.346939,0.653061,0.346939,0.0,0.069388,0.0,0.583673,245.0,1,7
1312,claude_ai,2025-08-04,0.038984,0.346939,0.653061,0.346939,0.0,0.069388,0.0,0.583673,245.0,1,7
1321,claude_ai,2025-08-04,0.009746,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1,3
1322,claude_ai,2025-08-04,0.428204,0.431978,0.568022,0.394109,0.037868,0.182048,0.067882,0.318093,3565.0,1,31
1323,claude_ai,2025-08-04,0.025298,0.430894,0.569106,0.430894,0.0,0.284553,0.0,0.284553,123.0,1,7
1324,claude_ai,2025-08-04,0.052255,0.469697,0.530303,0.469697,0.0,0.530303,0.0,0.0,330.0,1,8
1330,claude_ai,2025-08-04,0.178747,0.336315,0.663685,0.259988,0.076327,0.182469,0.042934,0.438283,1677.0,1,4
1341,claude_ai,2025-08-04,0.032763,0.519573,0.480427,0.519573,0.0,0.480427,0.0,0.0,281.0,1,3
1342,claude_ai,2025-08-04,0.119648,0.60223,0.39777,0.534387,0.067844,0.350372,0.0,0.047398,1076.0,1,6
1343,claude_ai,2025-08-04,0.160913,0.566652,0.433348,0.504481,0.062171,0.337615,0.039548,0.056185,1430.0,2,9
1344,claude_ai,2025-08-04,0.012131,0.608696,0.391304,0.608696,0.0,0.391304,0.0,0.0,69.0,1,3
1345,claude_ai,2025-08-04,0.393574,0.439492,0.560508,0.426485,0.013006,0.268238,0.058076,0.234194,3550.0,3,17
1346,claude_ai,2025-08-04,0.149301,0.502379,0.497621,0.47413,0.028249,0.250587,0.05139,0.195644,1114.0,2,17
1349,claude_ai,2025-08-04,0.428204,0.431978,0.568022,0.394109,0.037868,0.182048,0.067882,0.318093,3565.0,1,31
1411,claude_ai,2025-08-04,0.024261,0.43617,0.56383,0.43617,0.0,0.56383,0.0,0.0,188.0,1,4
1420,claude_ai,2025-08-04,0.041265,0.531073,0.468927,0.474576,0.056497,0.324859,0.079096,0.064972,354.0,1,3
1431,claude_ai,2025-08-04,0.428204,0.431978,0.568022,0.394109,0.037868,0.182048,0.067882,0.318093,3565.0,1,31
1439,claude_ai,2025-08-04,0.428204,0.431978,0.568022,0.394109,0.037868,0.182048,0.067882,0.318093,3565.0,1,31
2111,claude_ai,2025-08-04,0.1352,0.513338,0.486662,0.423538,0.0898,0.133581,0.048649,0.304432,1156.0,2,10
2112,claude_ai,2025-08-04,0.088336,0.551867,0.448133,0.510373,0.041494,0.143845,0.027663,0.276625,723.0,1,5
2113,claude_ai,2025-08-04,0.417888,0.391015,0.608985,0.359855,0.031159,0.207706,0.046024,0.355255,3865.0,2,11
2114,claude_ai,2025-08-04,0.10617,0.489204,0.510796,0.489204,0.0,0.196896,0.069636,0.244265,884.0,2,8
2120,claude_ai,2025-08-04,1.825724,0.44349,0.55651,0.414187,0.029302,0.259628,0.066085,0.230798,16614.0,5,54
2131,claude_ai,2025-08-04,1.650503,0.330106,0.669894,0.278542,0.051565,0.145353,0.055343,0.469198,14691.0,8,72
2132,claude_ai,2025-08-04,0.122551,0.33845,0.66155,0.317306,0.021144,0.078238,0.009328,0.573984,949.0,2,12
2133,claude_ai,2025-08-04,0.06449,0.540925,0.459075,0.439535,0.101389,0.237444,0.0,0.221631,435.0,2,12
2141,claude_ai,2025-08-04,0.066563,0.232108,0.767892,0.232108,0.0,0.15087,0.029014,0.588008,517.0,1,7
2142,claude_ai,2025-08-04,0.048419,0.310249,0.689751,0.310249,0.0,0.171745,0.146814,0.371191,361.0,1,6
2143,claude_ai,2025-08-04,0.016174,0.560606,0.439394,0.560606,0.0,0.439394,0.0,0.0,66.0,1,4
2144,claude_ai,2025-08-04,0.172629,0.466752,0.533248,0.434751,0.032001,0.247381,0.040552,0.245314,1445.0,4,15
2146,claude_ai,2025-08-04,0.127165,0.475524,0.524476,0.458042,0.017483,0.303322,0.021853,0.199301,1144.0,1,8
2149,claude_ai,2025-08-04,0.630797,0.305171,0.694829,0.272943,0.032228,0.173273,0.053982,0.467574,5005.0,3,60
2151,claude_ai,2025-08-04,0.047279,0.403226,0.596774,0.403226,0.0,0.190323,0.106452,0.3,310.0,1,6
2152,claude_ai,2025-08-04,0.299328,0.469276,0.530724,0.433016,0.03626,0.244063,0.017301,0.26936,2627.0,2,14
2153,claude_ai,2025-08-04,0.050078,0.466667,0.533333,0.466667,0.0,0.273016,0.0,0.260317,315.0,1,8
2161,claude_ai,2025-08-04,0.038258,0.415094,0.584906,0.415094,0.0,0.584906,0.0,0.0,291.5,1,6
2162,claude_ai,2025-08-04,0.024469,0.465374,0.534626,0.465374,0.0,0.445983,0.0,0.088643,180.5,1,4
2163,claude_ai,2025-08-04,0.05464,0.542218,0.457782,0.542218,0.0,0.341669,0.061611,0.054502,363.0,2,7
2165,claude_ai,2025-08-04,0.007776,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1,4
2166,claude_ai,2025-08-04,0.753037,0.553565,0.446435,0.523785,0.02978,0.420533,0.004645,0.021256,7040.0,2,10
2211,claude_ai,2025-08-04,0.341509,0.301484,0.698516,0.290042,0.011442,0.040586,0.024775,0.633155,2555.8,4,48
2212,claude_ai,2025-08-04,0.329724,0.306431,0.693569,0.298032,0.008399,0.038379,0.018676,0.636514,2503.2,5,41
2221,claude_ai,2025-08-04,0.376363,0.295529,0.704471,0.2518,0.043729,0.065721,0.026231,0.612518,3134.0,2,32
2222,claude_ai,2025-08-04,0.023743,0.25,0.75,0.25,0.0,0.110294,0.0,0.639706,136.0,1,6
2223,claude_ai,2025-08-04,0.376363,0.295529,0.704471,0.2518,0.043729,0.065721,0.026231,0.612518,3134.0,2,32
2224,claude_ai,2025-08-04,0.376363,0.295529,0.704471,0.2518,0.043729,0.065721,0.026231,0.612518,3134.0,2,32
2250,claude_ai,2025-08-04,0.035148,0.441509,0.558491,0.335849,0.10566,0.0,0.075472,0.483019,265.0,1,4
2261,claude_ai,2025-08-04,0.029964,0.36875,0.63125,0.36875,0.0,0.225,0.0,0.40625,232.0,2,4
2262,claude_ai,2025-08-04,0.190877,0.250295,0.749705,0.238489,0.011806,0.033648,0.030106,0.68595,1694.0,1,7
2263,claude_ai,2025-08-04,0.035252,0.590444,0.409556,0.590444,0.0,0.409556,0.0,0.0,293.0,1,5
2264,claude_ai,2025-08-04,0.162261,0.293699,0.706301,0.271323,0.022375,0.092083,0.02926,0.584959,1351.0,2,13
2265,claude_ai,2025-08-04,0.284605,0.315299,0.684701,0.28806,0.027239,0.161194,0.041791,0.481716,2680.0,1,7
2267,claude_ai,2025-08-04,0.024884,0.401709,0.598291,0.401709,0.0,0.384615,0.0,0.213675,117.0,1,6
2269,claude_ai,2025-08-04,0.021877,0.15,0.85,0.15,0.0,0.0,0.0,0.85,160.0,1,2
2310,claude_ai,2025-08-04,4.838599,0.329449,0.670551,0.320222,0.009227,0.240272,0.091466,0.338814,45009.0,35,625
2320,claude_ai,2025-08-04,0.717404,0.358711,0.641289,0.34931,0.009401,0.182675,0.084064,0.374549,6748.9,3,28
2330,claude_ai,2025-08-04,0.191648,0.243275,0.756725,0.239826,0.003448,0.087231,0.03212,0.637374,1812.4,1,12
2341,claude_ai,2025-08-04,0.221994,0.38296,0.61704,0.381277,0.001683,0.160093,0.02695,0.429997,2021.5,2,27
2342,claude_ai,2025-08-04,0.024497,0.467101,0.532899,0.467101,0.0,0.284665,0.0,0.248233,149.7,2,16
2351,claude_ai,2025-08-04,1.88109,0.546395,0.453605,0.531531,0.014865,0.346578,0.012121,0.094906,17491.0,1,29
2352,claude_ai,2025-08-04,0.517979,0.483297,0.516703,0.482117,0.00118,0.227171,0.010989,0.278543,4719.1,5,38
2353,claude_ai,2025-08-04,2.763842,0.316678,0.683322,0.305123,0.011555,0.17041,0.095652,0.41726,25788.9,3,36
2354,claude_ai,2025-08-04,0.415221,0.310103,0.689897,0.297291,0.012811,0.148502,0.062358,0.479037,3824.7,1,10
2355,claude_ai,2025-08-04,2.082728,0.341368,0.658632,0.326953,0.014416,0.189017,0.070437,0.399178,19617.7,2,18
2356,claude_ai,2025-08-04,0.022914,0.592593,0.407407,0.592593,0.0,0.407407,0.0,0.0,135.0,1,5
2359,claude_ai,2025-08-04,2.542038,0.36027,0.63973,0.346933,0.013337,0.356806,0.057749,0.225175,23959.0,2,21
2411,claude_ai,2025-08-04,0.239815,0.32861,0.67139,0.32345,0.00516,0.291798,0.030417,0.349174,1992.0,3,21
2412,claude_ai,2025-08-04,0.435254,0.474108,0.525892,0.462411,0.011697,0.207987,0.04708,0.270826,3920.0,2,18
2413,claude_ai,2025-08-04,0.194195,0.401582,0.598418,0.401582,0.0,0.178602,0.045938,0.373879,1709.0,2,11
2421,claude_ai,2025-08-04,0.171074,0.462168,0.537832,0.462168,0.0,0.46221,0.021357,0.054265,1242.0,2,24
2422,claude_ai,2025-08-04,0.441268,0.498348,0.501652,0.47467,0.023678,0.215859,0.033866,0.251927,3632.0,1,37
2423,claude_ai,2025-08-04,1.063853,0.468054,0.531946,0.454971,0.013083,0.311901,0.034386,0.185659,9726.0,3,29
2424,claude_ai,2025-08-04,0.022914,0.592593,0.407407,0.592593,0.0,0.407407,0.0,0.0,135.0,1,5
2431,claude_ai,2025-08-04,2.121216,0.513306,0.486694,0.494284,0.019021,0.37968,0.029055,0.07796,18908.0,2,23
2432,claude_ai,2025-08-04,0.325352,0.446809,0.553191,0.440392,0.006417,0.53563,0.017562,0.0,2961.0,1,11
2433,claude_ai,2025-08-04,0.426389,0.385337,0.614663,0.36856,0.016777,0.2633,0.088707,0.262656,3472.0,2,20
2434,claude_ai,2025-08-04,0.49596,0.419709,0.580291,0.389579,0.03013,0.293947,0.059138,0.227206,4035.0,3,26
2511,claude_ai,2025-08-04,3.132109,0.373384,0.626616,0.290834,0.08255,0.178304,0.057333,0.390978,28817.0,2,28
2512,claude_ai,2025-08-04,8.257387,0.646173,0.353827,0.368096,0.278078,0.239813,0.025594,0.08842,78344.0,2,22
2513,claude_ai,2025-08-04,3.226977,0.580785,0.419215,0.482453,0.098332,0.32752,0.016007,0.075688,30361.5,1,21
2514,claude_ai,2025-08-04,4.823566,0.608749,0.391251,0.38118,0.227569,0.233612,0.041709,0.11593,45674.0,1,11
2519,claude_ai,2025-08-04,10.745427,0.570583,0.429417,0.410914,0.159669,0.224279,0.035749,0.169389,100254.5,1,126
2521,claude_ai,2025-08-04,0.813795,0.618019,0.381981,0.322181,0.295838,0.178082,0.057692,0.146207,7592.0,1,13
2522,claude_ai,2025-08-04,2.525677,0.712733,0.287267,0.278461,0.434272,0.037204,0.026755,0.223308,23734.0,1,9
2523,claude_ai,2025-08-04,0.19658,0.483914,0.516086,0.419571,0.064343,0.185657,0.014075,0.316354,1492.0,1,25
2529,claude_ai,2025-08-04,10.832001,0.53047,0.46953,0.410003,0.120468,0.237484,0.033715,0.198331,100980.5,2,132
2611,claude_ai,2025-08-04,0.206222,0.244324,0.755676,0.235676,0.008649,0.18,0.065405,0.51027,1850.0,1,8
2612,claude_ai,2025-08-04,0.215553,0.540008,0.459992,0.534644,0.005364,0.291453,0.03275,0.135789,2019.0,2,6
2619,claude_ai,2025-08-04,0.102748,0.501699,0.498301,0.501699,0.0,0.391846,0.0,0.106455,883.0,1,5
2621,claude_ai,2025-08-04,0.441164,0.528691,0.471309,0.51031,0.018381,0.270122,0.057711,0.143475,3917.0,2,10
2622,claude_ai,2025-08-04,0.436343,0.450868,0.549132,0.43735,0.013517,0.270288,0.02064,0.258204,3844.0,2,18
2631,claude_ai,2025-08-04,0.252568,0.3058,0.6942,0.286907,0.018893,0.259227,0.057557,0.377417,2276.0,1,8
2632,claude_ai,2025-08-04,0.503787,0.517615,0.482385,0.511064,0.006551,0.194929,0.030996,0.256459,4294.0,3,27
2633,claude_ai,2025-08-04,0.7351,0.479686,0.520314,0.47781,0.001876,0.271322,0.02891,0.220082,6607.0,3,23
2634,claude_ai,2025-08-04,1.186944,0.156954,0.843046,0.145999,0.010955,0.135929,0.043514,0.663602,10370.0,3,35
2635,claude_ai,2025-08-04,0.666982,0.21179,0.78821,0.207418,0.004372,0.102778,0.021646,0.663786,5594.0,6,28
2636,claude_ai,2025-08-04,0.38922,0.365076,0.634924,0.354646,0.01043,0.204317,0.046597,0.38401,3356.0,2,18
2641,claude_ai,2025-08-04,4.69272,0.453534,0.546466,0.444371,0.009163,0.472737,0.043773,0.029956,43160.0,3,31
2642,claude_ai,2025-08-04,1.472275,0.396154,0.603846,0.384176,0.011977,0.375572,0.079018,0.149256,13722.0,2,17
2643,claude_ai,2025-08-04,0.640543,0.624456,0.375544,0.621077,0.003379,0.339242,0.013343,0.02296,5830.0,2,12
2651,claude_ai,2025-08-04,0.383413,0.512337,0.487663,0.498442,0.013894,0.421936,0.019632,0.046096,3400.0,2,9
2652,claude_ai,2025-08-04,0.093624,0.592363,0.407637,0.592363,0.0,0.394188,0.0,0.013449,707.0,2,10
2653,claude_ai,2025-08-04,0.010368,0.463768,0.536232,0.463768,0.0,0.536232,0.0,0.0,69.0,1,2
2654,claude_ai,2025-08-04,0.28813,0.539713,0.460287,0.495403,0.04431,0.365856,0.008518,0.085913,2330.0,3,23
2655,claude_ai,2025-08-04,0.580823,0.635464,0.364536,0.617912,0.017552,0.342484,0.00495,0.017102,4444.0,1,5
2656,claude_ai,2025-08-04,0.050804,0.659817,0.340183,0.659817,0.0,0.340183,0.0,0.0,418.0,2,4
3112,claude_ai,2025-08-04,0.151478,0.800274,0.199726,0.785185,0.015089,0.074074,0.025789,0.099863,1290.0,3,8
3113,claude_ai,2025-08-04,0.202801,0.470465,0.529535,0.406874,0.06359,0.185857,0.041634,0.302044,1659.0,2,16
3114,claude_ai,2025-08-04,0.164957,0.536674,0.463326,0.466231,0.070443,0.215686,0.012346,0.235294,1377.0,1,11
3115,claude_ai,2025-08-04,0.581963,0.610505,0.389495,0.54988,0.060625,0.099191,0.046684,0.24362,4873.0,3,43
3116,claude_ai,2025-08-04,0.530123,0.427259,0.572741,0.302122,0.125137,0.141545,0.069131,0.362065,4571.0,1,32
3117,claude_ai,2025-08-04,0.568277,0.589954,0.410046,0.493817,0.096137,0.099041,0.078735,0.232269,4854.0,2,38
3118,claude_ai,2025-08-04,0.326596,0.570191,0.429809,0.560928,0.009263,0.377089,0.004764,0.047956,2828.0,3,15
3119,claude_ai,2025-08-04,0.6844,0.540659,0.459341,0.511301,0.029358,0.117744,0.009876,0.331721,5695.0,7,53
3121,claude_ai,2025-08-04,0.010887,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,1,3
3123,claude_ai,2025-08-04,0.010887,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,1,3
3131,claude_ai,2025-08-04,0.005599,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1,4
3132,claude_ai,2025-08-04,0.019492,0.347518,0.652482,0.347518,0.0,0.276596,0.0,0.375887,141.0,1,3
3134,claude_ai,2025-08-04,0.007361,0.5,0.5,0.5,0.0,0.0,0.0,0.5,46.0,2,2
3139,claude_ai,2025-08-04,0.886372,0.658455,0.341545,0.440438,0.218017,0.237177,0.033321,0.071046,8403.0,1,4
3141,claude_ai,2025-08-04,0.180924,0.581879,0.418121,0.546658,0.035221,0.090124,0.078039,0.249958,1530.0,2,9
3142,claude_ai,2025-08-04,0.158114,0.547285,0.452715,0.499124,0.048161,0.128722,0.071804,0.252189,1142.0,1,6
3143,claude_ai,2025-08-04,0.06646,0.586491,0.413509,0.329489,0.257002,0.189456,0.026359,0.197694,607.0,1,2
3151,claude_ai,2025-08-04,0.007258,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1,3
3152,claude_ai,2025-08-04,0.007258,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1,4
3153,claude_ai,2025-08-04,0.007258,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1,3
3154,claude_ai,2025-08-04,0.007258,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1,4
3155,claude_ai,2025-08-04,0.164957,0.536674,0.463326,0.466231,0.070443,0.215686,0.012346,0.235294,1377.0,1,11
3211,claude_ai,2025-08-04,0.021773,0.333333,0.666667,0.333333,0.0,0.0,0.0,0.666667,124.0,3,6
3212,claude_ai,2025-08-04,0.150234,0.508271,0.491729,0.430897,0.077374,0.13391,0.17275,0.185068,1240.0,2,12
3213,claude_ai,2025-08-04,0.046657,1.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,1,2
3230,claude_ai,2025-08-04,0.093417,0.24349,0.75651,0.24349,0.0,0.067708,0.0,0.688802,768.0,1,8
3240,claude_ai,2025-08-04,0.05972,0.369104,0.630896,0.339779,0.029326,0.029326,0.0,0.60157,448.0,2,5
3251,claude_ai,2025-08-04,0.01576,0.503876,0.496124,0.503876,0.0,0.0,0.0,0.496124,129.0,1,1
3256,claude_ai,2025-08-04,0.00394,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,1,1
3257,claude_ai,2025-08-04,0.022395,0.685841,0.314159,0.685841,0.0,0.066372,0.0,0.247788,132.0,2,8
3258,claude_ai,2025-08-04,0.003733,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1,1
3259,claude_ai,2025-08-04,0.262832,0.273234,0.726766,0.215833,0.057401,0.079666,0.015738,0.631362,2205.0,7,20
3311,claude_ai,2025-08-04,0.388442,0.395126,0.604874,0.38847,0.006656,0.277275,0.088731,0.238867,3289.0,2,26
3312,claude_ai,2025-08-04,0.508868,0.368851,0.631149,0.346182,0.022669,0.201053,0.036227,0.393869,4487.0,2,25
3313,claude_ai,2025-08-04,0.079109,0.616418,0.383582,0.58209,0.034328,0.273134,0.025373,0.085075,670.0,1,7
3315,claude_ai,2025-08-04,0.025506,0.662338,0.337662,0.662338,0.0,0.337662,0.0,0.0,154.0,1,9
3321,claude_ai,2025-08-04,0.060602,0.543727,0.456273,0.543727,0.0,0.175872,0.049751,0.230649,307.0,3,11
3322,claude_ai,2025-08-04,0.591243,0.414605,0.585395,0.390335,0.02427,0.228793,0.066714,0.289888,4924.0,3,26
3323,claude_ai,2025-08-04,0.035977,0.789744,0.210256,0.789744,0.0,0.041026,0.041026,0.128205,226.0,2,8
3324,claude_ai,2025-08-04,0.407623,0.373007,0.626993,0.368569,0.004437,0.253343,0.145912,0.227738,3362.0,3,32
3331,claude_ai,2025-08-04,0.021877,0.664384,0.335616,0.664384,0.0,0.10274,0.130137,0.10274,88.0,2,7
