code,level,field,name,field_name,n_total,n_employed,share_employed,share_studying,n_occ,exposure_v1,exposure_v2,q5_v1,q5_v2,automation,automation_coverage,task_coverage,task_exposure,task_automation,n_recent,q_v1,q_v2
779,7,7,"Primærnæringsfag, andre",Primærnæringsfag,2627,1907,0.7259,0.0118,113,0.4048,0.4389,0.247,0.3566,0.4078,0.9696,1.0,0.3863,0.384,132,"[0.1279, 0.096, 0.1883, 0.3408, 0.247]","[0.1175, 0.1112, 0.1772, 0.2375, 0.3566]"
732,7,3,Sosiologiske fag,Samfunnsfag og juridiske fag,2493,2251,0.9029,0.006,66,0.5221,0.6137,0.5207,0.6197,0.4154,0.9942,1.0,0.5098,0.368,137,"[0.0098, 0.012, 0.1555, 0.3021, 0.5207]","[0.0031, 0.0195, 0.1497, 0.2079, 0.6197]"
762,7,6,Sosialfag,"Helse-, sosial- og idrettsfag",2457,2239,0.9113,0.0037,38,0.3977,0.409,0.188,0.2006,0.3419,0.9929,0.9973,0.3873,0.3256,393,"[0.021, 0.0326, 0.5887, 0.1697, 0.188]","[0.0027, 0.0448, 0.588, 0.1639, 0.2006]"
738,7,3,Sosialantropologiske fag,Samfunnsfag og juridiske fag,1633,1430,0.8757,0.0122,55,0.5078,0.5883,0.4944,0.5669,0.4132,0.9888,0.9979,0.4935,0.3697,51,"[0.0049, 0.0105, 0.2238, 0.2664, 0.4944]","[0.0042, 0.0224, 0.2074, 0.199, 0.5669]"
712,7,1,Litteratur- og bibliotekutdanninger,Humanistiske og estetiske fag,1631,1358,0.8326,0.0123,45,0.4813,0.5118,0.4168,0.3424,0.3881,0.9934,1.0,0.4697,0.35,149,"[0.0074, 0.011, 0.377, 0.1878, 0.4168]","[0.0022, 0.0162, 0.377, 0.2622, 0.3424]"
733,7,3,Samfunnsgeografiske fag,Samfunnsfag og juridiske fag,1474,1371,0.9301,0.0054,48,0.5287,0.6238,0.5193,0.5777,0.4369,0.9971,1.0,0.5056,0.3808,109,"[0.0, 0.0044, 0.1189, 0.3574, 0.5193]","[0.0029, 0.0029, 0.1196, 0.2969, 0.5777]"
753,7,5,Matematikk og statistikk,"Naturvitenskap, håndverk og teknikk",1449,1274,0.8792,0.0152,35,0.5361,0.5945,0.4772,0.4505,0.3806,1.0,1.0,0.5295,0.3449,103,"[0.0, 0.0086, 0.2292, 0.2849, 0.4772]","[0.0024, 0.0, 0.2253, 0.3218, 0.4505]"
765,7,6,Terapeutiske fag,"Helse-, sosial- og idrettsfag",1361,637,0.468,0.0,16,0.2842,0.2833,0.0188,0.0298,0.2678,1.0,1.0,0.2895,0.2882,135,"[0.0, 0.686, 0.2072, 0.0879, 0.0188]","[0.0, 0.0832, 0.81, 0.0769, 0.0298]"
742,7,4,Handel og markedsføring,Økonomiske og administrative fag,1226,1068,0.8711,0.0082,53,0.5576,0.6671,0.5272,0.8455,0.4352,0.9972,1.0,0.5484,0.4276,146,"[0.0103, 0.0197, 0.0534, 0.3895, 0.5272]","[0.0159, 0.0028, 0.0627, 0.073, 0.8455]"
781,7,8,Samferdsel,"Samferdsel, sikkerhet og service",944,874,0.9258,0.0053,50,0.5178,0.5897,0.3278,0.5041,0.4539,0.9634,0.9668,0.506,0.3973,161,"[0.0071, 0.0095, 0.097, 0.5586, 0.3278]","[0.0071, 0.0036, 0.0982, 0.387, 0.5041]"
789,7,8,"Samferdsels- og sikkerhetsfag og andre servicefag, andre","Samferdsel, sikkerhet og service",880,555,0.6307,0.0091,79,0.3451,0.3521,0.2342,0.2847,0.4546,0.9261,1.0,0.3356,0.4108,30,"[0.2306, 0.1387, 0.1892, 0.2072, 0.2342]","[0.2252, 0.1658, 0.1856, 0.1387, 0.2847]"
771,7,7,Fiske og havbruk,Primærnæringsfag,811,759,0.9359,0.0,44,0.4776,0.52,0.3109,0.448,0.3532,0.996,1.0,0.4626,0.3916,90,"[0.0092, 0.0632, 0.1726, 0.444, 0.3109]","[0.0092, 0.0883, 0.1383, 0.3162, 0.448]"
721,7,2,Førskole-/barnehagelærerutdanninger,Lærerutdanninger og pedagogikk,680,624,0.9176,0.0,17,0.3691,0.3171,0.0753,0.0849,0.4208,1.0,1.0,0.3551,0.3388,115,"[0.0, 0.4423, 0.0978, 0.3846, 0.0753]","[0.0, 0.4103, 0.125, 0.3798, 0.0849]"
758,7,5,Fabrikasjon og utvinning,"Naturvitenskap, håndverk og teknikk",673,604,0.8975,0.0,34,0.4523,0.4606,0.2798,0.2434,0.4026,1.0,1.0,0.4429,0.3347,46,"[0.0132, 0.0, 0.4106, 0.2964, 0.2798]","[0.0132, 0.0, 0.4123, 0.3311, 0.2434]"
772,7,7,Jordbruk,Primærnæringsfag,622,403,0.6479,0.0,28,0.4963,0.5614,0.3598,0.4888,0.3939,1.0,1.0,0.4642,0.3859,0,"[0.0074, 0.0273, 0.1514, 0.4541, 0.3598]","[0.0074, 0.0174, 0.1613, 0.3251, 0.4888]"
774,7,7,Skogbruk,Primærnæringsfag,610,489,0.8016,0.0,32,0.4851,0.5217,0.3476,0.454,0.4197,1.0,1.0,0.458,0.3818,21,"[0.0, 0.0123, 0.2822, 0.3579, 0.3476]","[0.0123, 0.1738, 0.0654, 0.2945, 0.454]"
725,7,2,Videreutdanninger for lærere,Lærerutdanninger og pedagogikk,582,573,0.9845,0.0,11,0.3614,0.3252,0.0297,0.0297,0.3586,1.0,1.0,0.3536,0.329,241,"[0.0, 0.0122, 0.8255, 0.1326, 0.0297]","[0.0, 0.007, 0.8394, 0.1239, 0.0297]"
744,7,4,Hotell- og reiselivsfag,Økonomiske og administrative fag,326,236,0.7239,0.0215,24,0.4664,0.5165,0.4068,0.5466,0.4346,1.0,1.0,0.4581,0.4043,12,"[0.0, 0.1186, 0.1695, 0.3051, 0.4068]","[0.0593, 0.0381, 0.1992, 0.1568, 0.5466]"
701,7,0,Allmenne fag,Allmenne fag,215,101,0.4698,0.0326,17,0.3209,0.3463,0.2079,0.2079,0.4146,1.0,1.0,0.3334,0.3696,7,"[0.1782, 0.1485, 0.3366, 0.1287, 0.2079]","[0.1782, 0.1386, 0.2871, 0.1881, 0.2079]"
773,7,7,Gartneri og hagebruk,Primærnæringsfag,136,110,0.8088,0.0,15,0.4656,0.5167,0.2909,0.4273,0.4488,1.0,1.0,0.4282,0.4047,0,"[0.0, 0.0545, 0.2636, 0.3909, 0.2909]","[0.0, 0.0545, 0.2091, 0.3091, 0.4273]"
859,8,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitenskap, håndverk og teknikk",12244,11216,0.916,0.0032,124,0.5094,0.5439,0.3119,0.2172,0.3574,0.9935,1.0,0.5005,0.3435,698,"[0.0066, 0.0031, 0.0837, 0.5947, 0.3119]","[0.0054, 0.0044, 0.085, 0.688, 0.2172]"
863,8,6,Medisin,"Helse-, sosial- og idrettsfag",6468,6029,0.9321,0.0009,64,0.4646,0.3863,0.1326,0.108,0.2779,0.9972,0.9983,0.4544,0.3242,894,"[0.0, 0.0083, 0.0367, 0.8224, 0.1326]","[0.0, 0.0047, 0.5056, 0.3818, 0.108]"
819,8,1,"Humanistiske og estetiske fag, andre",Humanistiske og estetiske fag,1974,1631,0.8262,0.0061,53,0.4888,0.5139,0.1775,0.1732,0.3344,0.9982,0.9982,0.4801,0.3283,148,"[0.0172, 0.019, 0.0811, 0.7052, 0.1775]","[0.0209, 0.0111, 0.0823, 0.7125, 0.1732]"
869,8,6,"Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag",1948,1641,0.8424,0.0051,53,0.4316,0.3725,0.1005,0.081,0.2964,0.9982,1.0,0.4227,0.3217,199,"[0.0506, 0.0463, 0.0829, 0.7197, 0.1005]","[0.011, 0.0878, 0.4101, 0.4101, 0.081]"
849,8,4,"Økonomiske og administrative fag, andre",Økonomiske og administrative fag,1392,1157,0.8312,0.0022,66,0.4821,0.5364,0.2792,0.3656,0.3771,0.9931,1.0,0.474,0.3441,53,"[0.0657, 0.0328, 0.0588, 0.5635, 0.2792]","[0.0605, 0.0311, 0.0666, 0.4762, 0.3656]"
839,8,3,"Samfunnsfag og juridiske fag, andre",Samfunnsfag og juridiske fag,1322,1144,0.8654,0.0061,42,0.4966,0.5411,0.2498,0.2156,0.328,0.9974,0.9974,0.4857,0.3277,246,"[0.0175, 0.0219, 0.0412, 0.6696, 0.2498]","[0.0167, 0.0131, 0.0622, 0.6924, 0.2156]"
855,8,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag","Naturvitenskap, håndverk og teknikk",1038,972,0.9364,0.0,32,0.5079,0.5268,0.3714,0.1101,0.3489,0.9969,1.0,0.4998,0.3385,122,"[0.0062, 0.0041, 0.1101, 0.5082, 0.3714]","[0.0031, 0.0072, 0.0802, 0.7994, 0.1101]"
831,8,3,Statsvitenskapelige fag,Samfunnsfag og juridiske fag,988,921,0.9322,0.0,22,0.5134,0.5546,0.2015,0.1503,0.3159,0.9967,0.9967,0.4989,0.3238,32,"[0.0, 0.0, 0.0033, 0.7952, 0.2015]","[0.0, 0.0, 0.0065, 0.8431, 0.1503]"
829,8,2,"Lærerutdanninger og utdanninger i pedagogikk, andre",Lærerutdanninger og pedagogikk,768,655,0.8529,0.0052,32,0.4104,0.4064,0.0427,0.0473,0.338,1.0,1.0,0.4093,0.3257,73,"[0.0733, 0.0885, 0.1908, 0.6046, 0.0427]","[0.0718, 0.0779, 0.2076, 0.5954, 0.0473]"
879,8,7,"Primærnæringsfag, andre",Primærnæringsfag,591,518,0.8765,0.0,36,0.4854,0.529,0.251,0.1815,0.3325,0.9923,1.0,0.4735,0.3313,7,"[0.0193, 0.0174, 0.0541, 0.6583, 0.251]","[0.0193, 0.0174, 0.0367, 0.7452, 0.1815]"
836,8,3,Psykologiske fag,Samfunnsfag og juridiske fag,536,492,0.9179,0.0,16,0.4989,0.5187,0.135,0.0777,0.2825,0.9939,0.9939,0.483,0.3206,47,"[0.0, 0.0061, 0.0, 0.8589, 0.135]","[0.0, 0.0061, 0.0225, 0.8937, 0.0777]"
852,8,5,Fysiske og kjemiske fag,"Naturvitenskap, håndverk og teknikk",506,463,0.915,0.0,23,0.506,0.5441,0.3326,0.1836,0.3821,0.9935,1.0,0.5033,0.3399,46,"[0.0, 0.0, 0.1145, 0.5529, 0.3326]","[0.0, 0.0, 0.0972, 0.7192, 0.1836]"
813,8,1,Historisk-filosofiske utdanninger,Humanistiske og estetiske fag,421,383,0.9097,0.0,9,0.5064,0.5373,0.1097,0.1097,0.3085,1.0,1.0,0.4965,0.3237,21,"[0.0, 0.0, 0.0, 0.8903, 0.1097]","[0.0, 0.0, 0.0, 0.8903, 0.1097]"
837,8,3,Juridiske fag,Samfunnsfag og juridiske fag,393,327,0.8321,0.0,10,0.4928,0.5517,0.0887,0.1988,0.314,1.0,1.0,0.4845,0.3212,52,"[0.0092, 0.0, 0.0, 0.9021, 0.0887]","[0.0092, 0.0, 0.0, 0.792, 0.1988]"
867,8,6,Veterinærfag,"Helse-, sosial- og idrettsfag",349,318,0.9112,0.0086,17,0.4549,0.442,0.1714,0.1048,0.3296,0.9906,0.9906,0.4437,0.331,27,"[0.0, 0.0, 0.2381, 0.5905, 0.1714]","[0.0, 0.2254, 0.0444, 0.6254, 0.1048]"
851,8,5,Biologiske fag,"Naturvitenskap, håndverk og teknikk",341,298,0.8739,0.0,17,0.5106,0.5457,0.3725,0.1577,0.3226,1.0,1.0,0.4928,0.3292,51,"[0.0, 0.0, 0.0436, 0.5839, 0.3725]","[0.0, 0.0, 0.0537, 0.7886, 0.1577]"
857,8,5,Bygg- og anleggsfag,"Naturvitenskap, håndverk og teknikk",250,240,0.96,0.0,16,0.5068,0.5428,0.1875,0.1625,0.2823,1.0,1.0,0.4812,0.3295,30,"[0.0, 0.0, 0.0292, 0.7833, 0.1875]","[0.0, 0.0, 0.0417, 0.7958, 0.1625]"
824,8,2,Utdanninger i pedagogikk,Lærerutdanninger og pedagogikk,219,216,0.9863,0.0,4,0.5014,0.522,0.0417,0.0417,0.2956,1.0,1.0,0.4928,0.322,43,"[0.0, 0.0, 0.0, 0.9583, 0.0417]","[0.0, 0.0, 0.0, 0.9583, 0.0417]"
814,8,1,Religionsutdanninger,Humanistiske og estetiske fag,206,196,0.9515,0.0,8,0.4944,0.5189,0.0612,0.0765,0.3102,1.0,1.0,0.4836,0.324,26,"[0.0, 0.0, 0.0816, 0.8571, 0.0612]","[0.0, 0.0, 0.0, 0.9235, 0.0765]"
854,8,5,Informasjons- og datateknologi,"Naturvitenskap, håndverk og teknikk",190,157,0.8263,0.0,14,0.5854,0.6419,0.5541,0.4586,0.3812,1.0,1.0,0.5838,0.3386,10,"[0.0, 0.0, 0.0382, 0.4076, 0.5541]","[0.0, 0.0, 0.0191, 0.5223, 0.4586]"
868,8,6,Idrettsfag,"Helse-, sosial- og idrettsfag",186,173,0.9301,0.0,9,0.481,0.4858,0.0867,0.0347,0.2919,1.0,1.0,0.4729,0.3219,12,"[0.0, 0.0231, 0.0694, 0.8208, 0.0867]","[0.0, 0.0, 0.1329, 0.8324, 0.0347]"
815,8,1,"Musikk, dans og drama",Humanistiske og estetiske fag,144,122,0.8472,0.0,7,0.4985,0.5056,0.1393,0.082,0.3041,1.0,1.0,0.4865,0.3221,20,"[0.0, 0.0, 0.1066, 0.7541, 0.1393]","[0.0, 0.0, 0.1066, 0.8115, 0.082]"
864,8,6,Tannhelsefag,"Helse-, sosial- og idrettsfag",138,113,0.8188,0.0,5,0.3615,0.3677,0.0973,0.0442,0.4189,1.0,1.0,0.3566,0.3228,6,"[0.0, 0.4071, 0.0265, 0.469, 0.0973]","[0.0, 0.4336, 0.0, 0.5221, 0.0442]"
853,8,5,Matematikk og statistikk,"Naturvitenskap, håndverk og teknikk",122,108,0.8852,0.0,8,0.574,0.6356,0.5,0.3426,0.3363,1.0,1.0,0.5735,0.335,13,"[0.0, 0.0, 0.0, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.6574, 0.3426]"
841,8,4,Økonomisk-administrative fag,Økonomiske og administrative fag,116,110,0.9483,0.0,4,0.5157,0.5553,0.2091,0.1545,0.3101,1.0,1.0,0.5063,0.324,28,"[0.0, 0.0, 0.0, 0.7909, 0.2091]","[0.0, 0.0, 0.0, 0.8455, 0.1545]"
