group,level,group_name,rank,task_id,task,onet_soc,styrk08,styrk08_name,weight_share,eloundou_label,eloundou_beta,chat_usage_pct,chat_n_classified,chat_automation_share,api_automation_share
619,6,"Humanistiske og estetiske fag, andre",10,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0013,E2,0.5,0.0029,21,1.0,
621,6,Førskole-/barnehagelærerutdanninger,1,6466,"Teach basic skills, such as color, shape, number and letter recognition, personal hygiene, and social skills.",25-2011.00,2342,Førskolelærere,0.0115,E0,0.0,,,,
621,6,Førskole-/barnehagelærerutdanninger,2,6467,Establish and enforce rules for behavior and procedures for maintaining order.,25-2011.00,2342,Førskolelærere,0.0112,E0,0.0,,,,
621,6,Førskole-/barnehagelærerutdanninger,3,6478,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,25-2011.00,2342,Førskolelærere,0.0112,E2,0.5,0.0112,106,0.5283,
621,6,Førskole-/barnehagelærerutdanninger,4,5193,Confer with parents and staff to discuss educational activities and policies and students' behavioral or learning problems.,11-9031.00,1341,Ledere av omsorgstjenester for barn,0.0048,E0,0.0,,,,
621,6,Førskole-/barnehagelærerutdanninger,5,5196,Monitor students' progress and provide students and teachers with assistance in resolving any problems.,11-9031.00,1341,Ledere av omsorgstjenester for barn,0.0045,E2,0.5,,,,1.0
621,6,Førskole-/barnehagelærerutdanninger,6,5198,"Recruit, hire, train, and evaluate primary and supplemental staff and recommend personnel actions for programs and services.",11-9031.00,1341,Ledere av omsorgstjenester for barn,0.0044,E2,0.5,,,,
621,6,Førskole-/barnehagelærerutdanninger,7,21179,Assess clients' cognitive abilities and physical and emotional needs to determine appropriate interventions.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0012,E2,0.5,,,,
621,6,Førskole-/barnehagelærerutdanninger,8,3757,Submit reports and review reports or problems with superior.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.001,E1,1.0,,,,
621,6,Førskole-/barnehagelærerutdanninger,9,3753,Provide information or refer individuals to public or private agencies or community services for assistance.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.001,E2,0.5,0.0044,21,0.0,
621,6,Førskole-/barnehagelærerutdanninger,10,13140,Train workers in proper operational procedures and functions and explain company policies.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.001,E0,0.0,,,,
622,6,Allmenn-/grunnskolelærerutdanninger,1,6580,"Observe and evaluate students' performance, behavior, social development, and physical health.",25-2022.00,2341,Grunnskolelærere,0.0127,E2,0.5,0.0031,17,0.0,1.0
622,6,Allmenn-/grunnskolelærerutdanninger,2,6581,Prepare materials and classrooms for class activities.,25-2022.00,2341,Grunnskolelærere,0.0125,E0,0.0,0.0156,150,0.56,
622,6,Allmenn-/grunnskolelærerutdanninger,3,6573,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2022.00,2341,Grunnskolelærere,0.012,E0,0.0,,,,
622,6,Allmenn-/grunnskolelærerutdanninger,4,5238,Participate in faculty and college committee activities.,11-9033.00,1345,Ledere av utdanning og undervisning,0.0013,E0,0.0,,,,
622,6,Allmenn-/grunnskolelærerutdanninger,5,5240,"Establish operational policies and procedures and make any necessary modifications, based on analysis of operations, demographics, and other research information.",11-9033.00,1345,Ledere av utdanning og undervisning,0.0013,E2,0.5,,,,
622,6,Allmenn-/grunnskolelærerutdanninger,6,21042,Prepare reports on academic or institutional data.,11-9033.00,1345,Ledere av utdanning og undervisning,0.0013,E2,0.5,,,,
622,6,Allmenn-/grunnskolelærerutdanninger,7,6650,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0011,E2,0.5,,,,
622,6,Allmenn-/grunnskolelærerutdanninger,8,6639,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0011,E0,0.0,,,,
622,6,Allmenn-/grunnskolelærerutdanninger,9,6643,Prepare materials and classrooms for class activities.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0011,E0,0.0,0.0156,150,0.56,
622,6,Allmenn-/grunnskolelærerutdanninger,10,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.001,E0,0.0,,,,1.0
623,6,Fag- og yrkesfaglærerutdanninger,1,6650,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0108,E2,0.5,,,,
623,6,Fag- og yrkesfaglærerutdanninger,2,6639,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0108,E0,0.0,,,,
623,6,Fag- og yrkesfaglærerutdanninger,3,6643,Prepare materials and classrooms for class activities.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0107,E0,0.0,0.0156,150,0.56,
623,6,Fag- og yrkesfaglærerutdanninger,4,6580,"Observe and evaluate students' performance, behavior, social development, and physical health.",25-2022.00,2341,Grunnskolelærere,0.0051,E2,0.5,0.0031,17,0.0,1.0
623,6,Fag- og yrkesfaglærerutdanninger,5,6581,Prepare materials and classrooms for class activities.,25-2022.00,2341,Grunnskolelærere,0.0051,E0,0.0,0.0156,150,0.56,
623,6,Fag- og yrkesfaglærerutdanninger,6,6573,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2022.00,2341,Grunnskolelærere,0.0049,E0,0.0,,,,
623,6,Fag- og yrkesfaglærerutdanninger,7,8668,"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations.",25-3021.00,5165,Kjøreskolelærere,0.0027,E0,0.0,,,,
623,6,Fag- og yrkesfaglærerutdanninger,8,8671,Prepare students for further development by encouraging them to explore learning opportunities and to persevere with challenging tasks.,25-3021.00,5165,Kjøreskolelærere,0.0027,E0,0.0,,,,
623,6,Fag- og yrkesfaglærerutdanninger,9,8664,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,25-3021.00,5165,Kjøreskolelærere,0.0027,E2,0.5,0.0112,106,0.5283,
623,6,Fag- og yrkesfaglærerutdanninger,10,5238,Participate in faculty and college committee activities.,11-9033.00,1345,Ledere av utdanning og undervisning,0.0009,E0,0.0,,,,
624,6,Utdanninger i pedagogikk,1,6580,"Observe and evaluate students' performance, behavior, social development, and physical health.",25-2022.00,2341,Grunnskolelærere,0.004,E2,0.5,0.0031,17,0.0,1.0
624,6,Utdanninger i pedagogikk,2,6581,Prepare materials and classrooms for class activities.,25-2022.00,2341,Grunnskolelærere,0.004,E0,0.0,0.0156,150,0.56,
624,6,Utdanninger i pedagogikk,3,6573,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2022.00,2341,Grunnskolelærere,0.0038,E0,0.0,,,,
624,6,Utdanninger i pedagogikk,4,21179,Assess clients' cognitive abilities and physical and emotional needs to determine appropriate interventions.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0034,E2,0.5,,,,
624,6,Utdanninger i pedagogikk,5,3757,Submit reports and review reports or problems with superior.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0029,E1,1.0,,,,
624,6,Utdanninger i pedagogikk,6,3753,Provide information or refer individuals to public or private agencies or community services for assistance.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0029,E2,0.5,0.0044,21,0.0,
624,6,Utdanninger i pedagogikk,7,6466,"Teach basic skills, such as color, shape, number and letter recognition, personal hygiene, and social skills.",25-2011.00,2342,Førskolelærere,0.0023,E0,0.0,,,,
624,6,Utdanninger i pedagogikk,8,6467,Establish and enforce rules for behavior and procedures for maintaining order.,25-2011.00,2342,Førskolelærere,0.0022,E0,0.0,,,,
624,6,Utdanninger i pedagogikk,9,6478,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,25-2011.00,2342,Førskolelærere,0.0022,E2,0.5,0.0112,106,0.5283,
624,6,Utdanninger i pedagogikk,10,6650,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0018,E2,0.5,,,,
625,6,Videreutdanninger for lærere,1,6580,"Observe and evaluate students' performance, behavior, social development, and physical health.",25-2022.00,2341,Grunnskolelærere,0.0097,E2,0.5,0.0031,17,0.0,1.0
625,6,Videreutdanninger for lærere,2,6581,Prepare materials and classrooms for class activities.,25-2022.00,2341,Grunnskolelærere,0.0096,E0,0.0,0.0156,150,0.56,
625,6,Videreutdanninger for lærere,3,6573,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2022.00,2341,Grunnskolelærere,0.0092,E0,0.0,,,,
625,6,Videreutdanninger for lærere,4,6650,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0027,E2,0.5,,,,
625,6,Videreutdanninger for lærere,5,6639,Establish and enforce rules for behavior and procedures for maintaining order among students.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0027,E0,0.0,,,,
625,6,Videreutdanninger for lærere,6,6643,Prepare materials and classrooms for class activities.,25-2031.00,2330,Lektorer mv. (videregående skole),0.0026,E0,0.0,0.0156,150,0.56,
625,6,Videreutdanninger for lærere,7,5238,Participate in faculty and college committee activities.,11-9033.00,1345,Ledere av utdanning og undervisning,0.0013,E0,0.0,,,,
625,6,Videreutdanninger for lærere,8,5240,"Establish operational policies and procedures and make any necessary modifications, based on analysis of operations, demographics, and other research information.",11-9033.00,1345,Ledere av utdanning og undervisning,0.0013,E2,0.5,,,,
625,6,Videreutdanninger for lærere,9,21042,Prepare reports on academic or institutional data.,11-9033.00,1345,Ledere av utdanning og undervisning,0.0013,E2,0.5,,,,
625,6,Videreutdanninger for lærere,10,6466,"Teach basic skills, such as color, shape, number and letter recognition, personal hygiene, and social skills.",25-2011.00,2342,Førskolelærere,0.0012,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",1,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,9112,Renholdere i virksomheter,0.0032,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",2,9539,Gather and empty trash.,37-2011.00,9112,Renholdere i virksomheter,0.0032,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",3,9538,"Service, clean, or supply restrooms.",37-2011.00,9112,Renholdere i virksomheter,0.0031,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",4,13140,Train workers in proper operational procedures and functions and explain company policies.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.003,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",5,13142,Meet with managers or other supervisors to stay informed of changes affecting operations.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0029,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",6,13138,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service.",39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0028,E2,0.5,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",7,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.0027,E0,0.0,0.0071,34,0.0,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",8,18696,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,31-1133.00,5321,Helsefagarbeidere,0.0025,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",9,2005,Maintain patients' restrictions to assigned areas.,31-1133.00,5321,Helsefagarbeidere,0.0023,E0,0.0,,,,
629,6,"Lærerutdanninger og utdanninger i pedagogikk, andre",10,6580,"Observe and evaluate students' performance, behavior, social development, and physical health.",25-2022.00,2341,Grunnskolelærere,0.0021,E2,0.5,0.0031,17,0.0,1.0
631,6,Statsvitenskapelige fag,1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0034,E0,0.0,,,,1.0
631,6,Statsvitenskapelige fag,2,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0033,E0,0.0,0.0078,66,0.2727,0.8148
631,6,Statsvitenskapelige fag,3,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0032,E2,0.5,0.1157,1153,0.4605,0.9403
631,6,Statsvitenskapelige fag,4,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.003,E2,0.5,0.0029,21,1.0,
631,6,Statsvitenskapelige fag,5,15980,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0028,E2,0.5,,,,
631,6,Statsvitenskapelige fag,6,15979,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0028,E2,0.5,,,,
631,6,Statsvitenskapelige fag,7,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0024,E0,0.0,0.023,221,0.5068,1.0
631,6,Statsvitenskapelige fag,8,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0023,E2,0.5,0.0243,223,0.4305,0.8399
631,6,Statsvitenskapelige fag,9,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0022,E2,0.5,0.0103,60,0.5333,1.0
631,6,Statsvitenskapelige fag,10,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0022,E2,0.5,0.0109,24,1.0,1.0
632,6,Sosiologiske fag,1,21179,Assess clients' cognitive abilities and physical and emotional needs to determine appropriate interventions.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0041,E2,0.5,,,,
632,6,Sosiologiske fag,2,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.004,E0,0.0,,,,1.0
632,6,Sosiologiske fag,3,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0039,E0,0.0,0.0078,66,0.2727,0.8148
632,6,Sosiologiske fag,4,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0038,E2,0.5,0.1157,1153,0.4605,0.9403
632,6,Sosiologiske fag,5,3757,Submit reports and review reports or problems with superior.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0035,E1,1.0,,,,
632,6,Sosiologiske fag,6,3753,Provide information or refer individuals to public or private agencies or community services for assistance.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0035,E2,0.5,0.0044,21,0.0,
632,6,Sosiologiske fag,7,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0025,E2,0.5,0.0243,223,0.4305,0.8399
632,6,Sosiologiske fag,8,21446,Warn violators of infractions or penalties.,13-1041.00,3353,Saksbehandlere innen sosiale ytelser,0.0024,E1,1.0,,,,
632,6,Sosiologiske fag,9,21448,"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",13-1041.00,3353,Saksbehandlere innen sosiale ytelser,0.0024,E1,1.0,,,,
632,6,Sosiologiske fag,10,21447,"Evaluate applications, records, or documents to gather information about eligibility or liability issues.",13-1041.00,3353,Saksbehandlere innen sosiale ytelser,0.0023,E2,0.5,,,,1.0
633,6,Samfunnsgeografiske fag,1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0064,E0,0.0,,,,1.0
633,6,Samfunnsgeografiske fag,2,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0062,E0,0.0,0.0078,66,0.2727,0.8148
633,6,Samfunnsgeografiske fag,3,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0061,E2,0.5,0.1157,1153,0.4605,0.9403
633,6,Samfunnsgeografiske fag,4,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0044,E2,0.5,0.0029,21,1.0,
633,6,Samfunnsgeografiske fag,5,15980,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0042,E2,0.5,,,,
633,6,Samfunnsgeografiske fag,6,15979,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0041,E2,0.5,,,,
633,6,Samfunnsgeografiske fag,7,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0034,E0,0.0,0.023,221,0.5068,1.0
633,6,Samfunnsgeografiske fag,8,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0032,E2,0.5,0.0103,60,0.5333,1.0
633,6,Samfunnsgeografiske fag,9,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0031,E2,0.5,0.0109,24,1.0,1.0
633,6,Samfunnsgeografiske fag,10,220,"Design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation.",19-3051.00,2164,Arealplanleggere,0.002,E2,0.5,,,,
634,6,Samfunnsøkonomiske fag,1,3408,Meet with applicants to obtain information for loan applications and to answer questions about the process.,13-2072.00,3312,Kundebehandlere lån og kreditt,0.0037,E2,0.5,,,,
634,6,Samfunnsøkonomiske fag,2,3409,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",13-2072.00,3312,Kundebehandlere lån og kreditt,0.0037,E2,0.5,,,,1.0
634,6,Samfunnsøkonomiske fag,3,3410,"Explain to customers the different types of loans and credit options that are available, as well as the terms of those services.",13-2072.00,3312,Kundebehandlere lån og kreditt,0.0036,E1,1.0,0.0881,877,0.2748,0.6835
634,6,Samfunnsøkonomiske fag,4,2487,"Operate computers programmed with accounting software to record, store, and analyze information.",43-3031.00,3313,Regnskapsførere,0.0034,E1,1.0,0.0095,68,0.5441,1.0
634,6,Samfunnsøkonomiske fag,5,2486,"Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",43-3031.00,3313,Regnskapsførere,0.0033,E1,1.0,,,,
634,6,Samfunnsøkonomiske fag,6,2495,"Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",43-3031.00,3313,Regnskapsførere,0.0031,E1,1.0,,,,
634,6,Samfunnsøkonomiske fag,7,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0029,E0,0.0,,,,1.0
634,6,Samfunnsøkonomiske fag,8,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0028,E0,0.0,0.0078,66,0.2727,0.8148
634,6,Samfunnsøkonomiske fag,9,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0028,E2,0.5,0.1157,1153,0.4605,0.9403
634,6,Samfunnsøkonomiske fag,10,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1120,Administrerende direktører,0.0026,E2,0.5,0.0243,223,0.4305,0.8399
635,6,Medie- og informasjonsfag,1,1777,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",27-3041.00,2642,Journalister,0.0084,E1,1.0,,,,
635,6,Medie- og informasjonsfag,2,1780,"Verify facts, dates, and statistics, using standard reference sources.",27-3041.00,2642,Journalister,0.0083,E2,0.5,,,,
635,6,Medie- og informasjonsfag,3,1786,"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",27-3041.00,2642,Journalister,0.0081,E1,1.0,0.1286,1262,0.2559,0.6069
635,6,Medie- og informasjonsfag,4,22654,Present drafts and ideas to clients.,27-3043.00,2431,Reklame- og markedsføringsrådgivere,0.0042,E1,1.0,,,,
635,6,Medie- og informasjonsfag,5,22653,"Discuss with the client the product, advertising themes and methods, and any changes that should be made in advertising copy.",27-3043.00,2431,Reklame- og markedsføringsrådgivere,0.0041,E1,1.0,,,,
635,6,Medie- og informasjonsfag,6,22655,Vary language and tone of messages based on product and medium.,27-3043.00,2431,Reklame- og markedsføringsrådgivere,0.0041,E1,1.0,,,,1.0
635,6,Medie- og informasjonsfag,7,1764,Respond to requests for information from the media or designate an appropriate spokesperson or information source.,27-3031.00,2432,Informasjonsrådgivere,0.0039,E2,0.5,0.0099,81,0.4444,1.0
635,6,Medie- og informasjonsfag,8,20555,"Plan or direct development or communication of programs to maintain favorable public or stockholder perceptions of an organization's accomplishments, agenda, or environmental responsibility.",27-3031.00,2432,Informasjonsrådgivere,0.0038,E2,0.5,0.0042,36,0.4167,1.0
635,6,Medie- og informasjonsfag,9,23951,Post and update content on the company's Web site and social media outlets.,27-3031.00,2432,Informasjonsrådgivere,0.0038,E1,1.0,,,,
635,6,Medie- og informasjonsfag,10,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0022,E0,0.0,,,,1.0
636,6,Psykologiske fag,1,21179,Assess clients' cognitive abilities and physical and emotional needs to determine appropriate interventions.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0052,E2,0.5,,,,
636,6,Psykologiske fag,2,3757,Submit reports and review reports or problems with superior.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0045,E1,1.0,,,,
636,6,Psykologiske fag,3,3753,Provide information or refer individuals to public or private agencies or community services for assistance.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0045,E2,0.5,0.0044,21,0.0,
636,6,Psykologiske fag,4,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.0037,E0,0.0,0.0071,34,0.0,
636,6,Psykologiske fag,5,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0034,E0,0.0,,,,1.0
636,6,Psykologiske fag,6,18696,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,31-1133.00,5321,Helsefagarbeidere,0.0034,E0,0.0,,,,
636,6,Psykologiske fag,7,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0033,E0,0.0,0.0078,66,0.2727,0.8148
636,6,Psykologiske fag,8,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0033,E2,0.5,0.1157,1153,0.4605,0.9403
636,6,Psykologiske fag,9,2005,Maintain patients' restrictions to assigned areas.,31-1133.00,5321,Helsefagarbeidere,0.0032,E0,0.0,,,,
636,6,Psykologiske fag,10,17535,Document clients' progress toward meeting established treatment objectives.,31-9099.01,5329,Andre pleiemedarbeidere,0.0017,E1,1.0,,,,
637,6,Juridiske fag,1,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0035,E0,0.0,0.023,221,0.5068,1.0
637,6,Juridiske fag,2,3774,"Interpret laws, rulings and regulations for individuals and businesses.",23-1011.00,2611,Jurister og advokater,0.0034,E2,0.5,0.0612,594,0.0909,0.3947
637,6,Juridiske fag,3,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0033,E2,0.5,0.0103,60,0.5333,1.0
637,6,Juridiske fag,4,3775,"Analyze the probable outcomes of cases, using knowledge of legal precedents.",23-1011.00,2611,Jurister og advokater,0.0032,E2,0.5,0.0063,38,0.5263,1.0
637,6,Juridiske fag,5,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0032,E2,0.5,0.0109,24,1.0,1.0
637,6,Juridiske fag,6,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.003,E0,0.0,,,,1.0
637,6,Juridiske fag,7,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0029,E0,0.0,0.0078,66,0.2727,0.8148
637,6,Juridiske fag,8,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0029,E2,0.5,0.1157,1153,0.4605,0.9403
637,6,Juridiske fag,9,3780,Examine legal data to determine advisability of defending or prosecuting lawsuit.,23-1011.00,2611,Jurister og advokater,0.0028,E2,0.5,,,,1.0
637,6,Juridiske fag,10,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0023,E2,0.5,0.0029,21,1.0,
638,6,Sosialantropologiske fag,1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0042,E0,0.0,,,,1.0
638,6,Sosialantropologiske fag,2,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.004,E0,0.0,0.0078,66,0.2727,0.8148
638,6,Sosialantropologiske fag,3,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.004,E2,0.5,0.1157,1153,0.4605,0.9403
638,6,Sosialantropologiske fag,4,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0025,E0,0.0,0.023,221,0.5068,1.0
638,6,Sosialantropologiske fag,5,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0024,E2,0.5,0.0029,21,1.0,
638,6,Sosialantropologiske fag,6,21179,Assess clients' cognitive abilities and physical and emotional needs to determine appropriate interventions.,21-1093.00,3412,Miljøarbeidere innen sosiale fagfelt,0.0024,E2,0.5,,,,
638,6,Sosialantropologiske fag,7,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0023,E2,0.5,0.0103,60,0.5333,1.0
638,6,Sosialantropologiske fag,8,15980,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0023,E2,0.5,,,,
638,6,Sosialantropologiske fag,9,15979,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0023,E2,0.5,,,,
638,6,Sosialantropologiske fag,10,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0023,E2,0.5,0.0109,24,1.0,1.0
639,6,"Samfunnsfag og juridiske fag, andre",1,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0023,E2,0.5,0.0029,21,1.0,
