O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
33-9032.00	2137	IM	n/a	4.48	47	0.1869	4.1074	4.8600	N	08/2023	Incumbent
33-9032.00	2137	RT	n/a	91.77	52	4.3846	77.6611	97.2785	N	08/2023	Incumbent
33-9032.00	2135	IM	n/a	4.43	52	0.1865	4.0598	4.8088	N	08/2023	Incumbent
33-9032.00	2135	RT	n/a	100.00	53	0.0000	n/a	n/a	N	08/2023	Incumbent
33-9032.00	2139	IM	n/a	4.41	29	0.1226	4.1596	4.6619	N	08/2023	Incumbent
33-9032.00	2139	RT	n/a	74.30	53	10.2382	49.6449	89.4519	N	08/2023	Incumbent
33-9032.00	2141	IM	n/a	4.17	39	0.3943	3.3722	4.9688	N	08/2023	Incumbent
33-9032.00	2141	RT	n/a	80.00	52	5.9883	65.3581	89.4488	N	08/2023	Incumbent
33-9032.00	2140	IM	n/a	3.66	30	0.4230	2.7932	4.5234	N	08/2023	Incumbent
33-9032.00	2140	RT	n/a	67.92	52	6.5027	53.7642	79.3983	N	08/2023	Incumbent
33-9032.00	2143	IM	n/a	2.84	22	0.3390	2.1326	3.5427	N	08/2023	Incumbent
33-9032.00	2143	RT	n/a	45.57	52	12.6566	23.1074	69.9850	N	08/2023	Incumbent
33-9091.00	11117	IM	n/a	4.80	98	0.0512	4.6995	4.9028	N	07/2016	Incumbent
33-9091.00	11117	RT	n/a	100.00	99	0.0000	n/a	n/a	N	07/2016	Incumbent
33-9091.00	11118	IM	n/a	4.74	92	0.0546	4.6305	4.8475	N	07/2016	Incumbent
33-9091.00	11118	RT	n/a	95.42	100	2.4042	87.4903	98.4154	N	07/2016	Incumbent
33-9091.00	11116	IM	n/a	4.67	83	0.0719	4.5291	4.8150	N	07/2016	Incumbent
33-9091.00	11116	RT	n/a	87.69	100	3.7091	78.2757	93.3754	N	07/2016	Incumbent
33-9091.00	11119	IM	n/a	4.55	100	0.1281	4.2960	4.8042	N	07/2016	Incumbent
33-9091.00	11119	RT	n/a	99.02	102	0.9547	93.4782	99.8602	N	07/2016	Incumbent
33-9091.00	11122	IM	n/a	4.53	69	0.1442	4.2407	4.8163	N	07/2016	Incumbent
33-9091.00	11122	RT	n/a	68.59	100	8.2953	50.4263	82.4201	N	07/2016	Incumbent
33-9091.00	11120	IM	n/a	4.25	82	0.1591	3.9319	4.5648	N	07/2016	Incumbent
33-9091.00	11120	RT	n/a	93.11	99	2.5610	85.9546	96.7582	N	07/2016	Incumbent
33-9091.00	11121	IM	n/a	3.98	74	0.2049	3.5703	4.3869	N	07/2016	Incumbent
33-9091.00	11121	RT	n/a	77.93	101	7.1711	60.6908	88.9796	N	07/2016	Incumbent
33-9091.00	11125	IM	n/a	4.28	32	0.2092	3.8579	4.7113	N	07/2016	Incumbent
33-9091.00	11125	RT	n/a	27.95	96	9.1216	13.6314	48.8064	N	07/2016	Incumbent
33-9091.00	11124	IM	n/a	4.21	38	0.1993	3.8081	4.6157	N	07/2016	Incumbent
33-9091.00	11124	RT	n/a	45.76	97	11.3552	25.3889	67.6614	N	07/2016	Incumbent
33-9091.00	11123	IM	n/a	4.11	58	0.1711	3.7664	4.4518	N	07/2016	Incumbent
33-9091.00	11123	RT	n/a	64.94	97	8.3770	47.1537	79.3584	N	07/2016	Incumbent
33-9091.00	11126	IM	n/a	3.78	34	0.2285	3.3104	4.2401	N	07/2016	Incumbent
33-9091.00	11126	RT	n/a	37.46	95	9.2961	21.4058	56.8361	N	07/2016	Incumbent
33-9091.00	11127	IM	n/a	3.53	29	0.2913	2.9381	4.1316	N	07/2016	Incumbent
33-9091.00	11127	RT	n/a	34.50	95	13.0710	14.3162	62.4227	N	07/2016	Incumbent
33-9092.00	5041	IM	n/a	4.77	95	0.0896	4.5932	4.9489	N	08/2020	Incumbent
33-9092.00	5041	RT	n/a	98.73	97	1.1175	92.9900	99.7805	N	08/2020	Incumbent
33-9092.00	5039	IM	n/a	4.76	97	0.1287	4.5049	5.0000	N	08/2020	Incumbent
33-9092.00	5039	RT	n/a	100.00	97	0.0000	n/a	n/a	N	08/2020	Incumbent
33-9092.00	5040	IM	n/a	4.70	96	0.1564	4.3872	5.0000	N	08/2020	Incumbent
33-9092.00	5040	RT	n/a	100.00	96	0.0000	n/a	n/a	N	08/2020	Incumbent
33-9092.00	5042	IM	n/a	4.66	95	0.1784	4.3060	5.0000	N	08/2020	Incumbent
33-9092.00	5042	RT	n/a	98.41	97	1.5506	89.6356	99.7752	N	08/2020	Incumbent
33-9092.00	5044	IM	n/a	4.27	89	0.1562	3.9631	4.5837	N	08/2020	Incumbent
33-9092.00	5044	RT	n/a	94.01	97	2.6762	85.9349	97.5777	N	08/2020	Incumbent
33-9092.00	20129	IM	n/a	4.26	53	0.1438	3.9726	4.5496	N	08/2020	Incumbent
33-9092.00	20129	RT	n/a	74.19	97	6.6853	58.9730	85.1811	N	08/2020	Incumbent
33-9092.00	5045	IM	n/a	4.25	82	0.1574	3.9398	4.5661	N	08/2020	Incumbent
33-9092.00	5045	RT	n/a	90.67	97	4.1918	78.4205	96.2924	N	08/2020	Incumbent
33-9092.00	5043	IM	n/a	4.08	86	0.1360	3.8120	4.3528	N	08/2020	Incumbent
33-9092.00	5043	RT	n/a	94.24	96	4.1411	78.2548	98.6721	N	08/2020	Incumbent
33-9092.00	5046	IM	n/a	4.05	75	0.2257	3.5957	4.4953	N	08/2020	Incumbent
33-9092.00	5046	RT	n/a	85.01	96	6.9732	65.6802	94.3860	N	08/2020	Incumbent
33-9092.00	5048	IM	n/a	3.61	77	0.1054	3.4046	3.8245	N	08/2020	Incumbent
33-9092.00	5048	RT	n/a	93.95	95	3.5221	81.9413	98.1528	N	08/2020	Incumbent
33-9092.00	5049	IM	n/a	4.23	45	0.1639	3.8974	4.5579	N	08/2020	Incumbent
33-9092.00	5049	RT	n/a	64.95	97	13.2133	36.9263	85.4307	N	08/2020	Incumbent
33-9092.00	5051	IM	n/a	4.11	30	0.1908	3.7238	4.5043	N	08/2020	Incumbent
33-9092.00	5051	RT	n/a	52.31	97	17.9242	20.8565	82.0369	Y	08/2020	Incumbent
33-9092.00	5047	IM	n/a	3.69	62	0.2431	3.1995	4.1718	N	08/2020	Incumbent
33-9092.00	5047	RT	n/a	66.79	97	13.1464	38.2750	86.7027	N	08/2020	Incumbent
33-9092.00	5050	IM	n/a	3.64	59	0.3657	2.9127	4.3769	N	08/2020	Incumbent
33-9092.00	5050	RT	n/a	57.80	96	5.3561	46.9725	67.9320	N	08/2020	Incumbent
33-9092.00	5052	IM	n/a	2.44	26	0.3173	1.7853	3.0922	N	08/2020	Incumbent
33-9092.00	5052	RT	n/a	36.46	97	8.1751	22.1675	53.6188	N	08/2020	Incumbent
33-9093.00	15341	IM	n/a	4.91	22	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15341	RT	n/a	85.19	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15348	IM	n/a	4.80	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15348	RT	n/a	92.59	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15332	IM	n/a	4.71	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15332	RT	n/a	88.89	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15350	IM	n/a	4.69	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15350	RT	n/a	100.00	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15346	IM	n/a	4.65	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15346	RT	n/a	85.19	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15345	IM	n/a	4.63	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15345	RT	n/a	100.00	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15349	IM	n/a	4.61	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15349	RT	n/a	85.19	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15337	IM	n/a	4.60	20	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15337	RT	n/a	74.07	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15354	IM	n/a	4.57	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15354	RT	n/a	85.19	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15339	IM	n/a	4.52	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15339	RT	n/a	85.19	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15342	IM	n/a	4.42	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15342	RT	n/a	88.89	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15331	IM	n/a	4.41	22	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15331	RT	n/a	88.46	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15333	IM	n/a	4.32	22	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15333	RT	n/a	81.48	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15353	IM	n/a	4.24	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15353	RT	n/a	92.59	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15355	IM	n/a	4.22	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15355	RT	n/a	85.19	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15336	IM	n/a	4.19	21	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15336	RT	n/a	77.78	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15347	IM	n/a	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15347	RT	n/a	88.89	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15352	IM	n/a	4.00	22	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15352	RT	n/a	81.48	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15335	IM	n/a	3.96	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15335	RT	n/a	100.00	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15334	IM	n/a	3.92	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15334	RT	n/a	88.89	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15344	IM	n/a	3.79	19	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15344	RT	n/a	74.07	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15340	IM	n/a	3.62	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15340	RT	n/a	88.89	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15356	IM	n/a	3.38	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15356	RT	n/a	92.59	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15338	IM	n/a	3.37	19	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15338	RT	n/a	70.37	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15351	IM	n/a	4.72	18	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15351	RT	n/a	66.67	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15343	IM	n/a	4.58	12	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9093.00	15343	RT	n/a	44.44	27	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
33-9099.02	17561	IM	n/a	4.69	79	0.0981	4.4970	4.8874	N	07/2014	Incumbent
33-9099.02	17561	RT	n/a	99.06	81	0.9548	93.1964	99.8767	N	07/2014	Incumbent
33-9099.02	17560	IM	n/a	4.58	78	0.0998	4.3789	4.7762	N	07/2014	Incumbent
33-9099.02	17560	RT	n/a	99.33	80	0.6704	95.2317	99.9091	N	07/2014	Incumbent
33-9099.02	17565	IM	n/a	4.56	82	0.0899	4.3785	4.7364	N	07/2014	Incumbent
33-9099.02	17565	RT	n/a	98.91	84	0.9855	93.6453	99.8212	N	07/2014	Incumbent
33-9099.02	17567	IM	n/a	4.52	80	0.1036	4.3163	4.7286	N	07/2014	Incumbent
33-9099.02	17567	RT	n/a	100.00	81	0.0000	n/a	n/a	N	07/2014	Incumbent
33-9099.02	17575	IM	n/a	4.52	76	0.1274	4.2630	4.7705	N	07/2014	Incumbent
33-9099.02	17575	RT	n/a	95.57	84	3.1608	83.0096	98.9627	N	07/2014	Incumbent
33-9099.02	17573	IM	n/a	4.51	80	0.0931	4.3221	4.6927	N	07/2014	Incumbent
33-9099.02	17573	RT	n/a	99.12	81	0.8960	93.5750	99.8856	N	07/2014	Incumbent
33-9099.02	17578	IM	n/a	4.44	84	0.1724	4.0928	4.7787	N	07/2014	Incumbent
33-9099.02	17578	RT	n/a	100.00	84	0.0000	n/a	n/a	N	07/2014	Incumbent
33-9099.02	17563	IM	n/a	4.43	81	0.0719	4.2903	4.5765	N	07/2014	Incumbent
33-9099.02	17563	RT	n/a	98.80	84	0.9460	94.3873	99.7538	N	07/2014	Incumbent
33-9099.02	17568	IM	n/a	4.40	76	0.1294	4.1414	4.6569	N	07/2014	Incumbent
33-9099.02	17568	RT	n/a	97.22	81	1.5356	91.8624	99.0860	N	07/2014	Incumbent
33-9099.02	17566	IM	n/a	4.39	78	0.1015	4.1870	4.5914	N	07/2014	Incumbent
33-9099.02	17566	RT	n/a	98.96	81	0.7768	95.4960	99.7656	N	07/2014	Incumbent
33-9099.02	17569	IM	n/a	4.38	73	0.1195	4.1448	4.6211	N	07/2014	Incumbent
33-9099.02	17569	RT	n/a	96.98	81	1.3948	92.5638	98.8085	N	07/2014	Incumbent
33-9099.02	17570	IM	n/a	4.34	78	0.1330	4.0762	4.6058	N	07/2014	Incumbent
33-9099.02	17570	RT	n/a	95.58	81	3.7660	78.5769	99.2222	N	07/2014	Incumbent
33-9099.02	17562	IM	n/a	4.32	81	0.1210	4.0799	4.5615	N	07/2014	Incumbent
33-9099.02	17562	RT	n/a	92.43	84	6.2561	67.3420	98.6367	N	07/2014	Incumbent
33-9099.02	17574	IM	n/a	4.28	76	0.1688	3.9476	4.6200	N	07/2014	Incumbent
33-9099.02	17574	RT	n/a	94.45	81	3.6249	81.1241	98.5379	N	07/2014	Incumbent
33-9099.02	17579	IM	n/a	4.17	75	0.1489	3.8766	4.4702	N	07/2014	Incumbent
33-9099.02	17579	RT	n/a	98.17	80	1.1442	93.7880	99.4787	N	07/2014	Incumbent
33-9099.02	17572	IM	n/a	4.16	73	0.1430	3.8762	4.4461	N	07/2014	Incumbent
33-9099.02	17572	RT	n/a	91.86	80	4.3693	77.9095	97.3080	N	07/2014	Incumbent
33-9099.02	17577	IM	n/a	4.09	78	0.1035	3.8863	4.2986	N	07/2014	Incumbent
33-9099.02	17577	RT	n/a	96.66	84	2.4485	86.4946	99.2404	N	07/2014	Incumbent
33-9099.02	17580	IM	n/a	4.04	69	0.1974	3.6476	4.4353	N	07/2014	Incumbent
33-9099.02	17580	RT	n/a	86.22	80	5.0125	72.9850	93.5419	N	07/2014	Incumbent
33-9099.02	17571	IM	n/a	3.91	68	0.1617	3.5861	4.2318	N	07/2014	Incumbent
33-9099.02	17571	RT	n/a	87.40	80	4.8201	74.3760	94.3113	N	07/2014	Incumbent
33-9099.02	17564	IM	n/a	3.89	60	0.1985	3.4950	4.2892	N	07/2014	Incumbent
33-9099.02	17564	RT	n/a	70.31	84	8.3295	51.7150	83.9706	N	07/2014	Incumbent
33-9099.02	17576	IM	n/a	3.89	58	0.1710	3.5509	4.2357	N	07/2014	Incumbent
33-9099.02	17576	RT	n/a	66.30	83	6.1986	53.1131	77.3543	N	07/2014	Incumbent
35-1011.00	11129	IM	n/a	4.87	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11129	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11135	IM	n/a	4.57	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11135	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11132	IM	n/a	4.52	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11132	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11131	IM	n/a	4.43	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11131	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11133	IM	n/a	4.32	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11133	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11130	IM	n/a	4.30	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11130	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11128	IM	n/a	4.29	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11128	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11136	IM	n/a	4.26	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11136	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11148	IM	n/a	4.05	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11148	RT	n/a	87.50	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11138	IM	n/a	4.00	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11138	RT	n/a	95.83	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11147	IM	n/a	3.86	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11147	RT	n/a	91.67	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11134	IM	n/a	3.83	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11134	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11139	IM	n/a	3.83	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11139	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11140	IM	n/a	3.83	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11140	RT	n/a	95.83	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11142	IM	n/a	3.65	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11142	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11141	IM	n/a	3.59	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11141	RT	n/a	91.67	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11146	IM	n/a	3.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11146	RT	n/a	91.67	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11144	IM	n/a	3.54	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11144	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11145	IM	n/a	3.52	23	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11145	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11143	IM	n/a	3.46	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11143	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11137	IM	n/a	3.42	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1011.00	11137	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
35-1012.00	2145	IM	n/a	4.23	64	0.3376	3.5552	4.9046	N	08/2025	Incumbent
35-1012.00	2145	RT	n/a	89.68	74	6.2352	69.4127	97.0808	N	08/2025	Incumbent
35-1012.00	2146	IM	n/a	4.19	71	0.2652	3.6611	4.7190	N	08/2025	Incumbent
35-1012.00	2146	RT	n/a	88.88	74	7.6937	62.8830	97.4142	N	08/2025	Incumbent
35-1012.00	2150	IM	n/a	4.13	62	0.2690	3.5922	4.6680	N	08/2025	Incumbent
35-1012.00	2150	RT	n/a	84.12	73	10.3646	53.0078	96.1374	N	08/2025	Incumbent
35-1012.00	2157	IM	n/a	4.13	42	0.2289	3.6662	4.5909	N	08/2025	Incumbent
35-1012.00	2157	RT	n/a	85.17	73	3.0945	77.8992	90.3504	N	08/2025	Incumbent
35-1012.00	18714	IM	n/a	4.03	47	0.3477	3.3344	4.7341	N	08/2025	Incumbent
35-1012.00	18714	RT	n/a	86.39	75	5.9037	70.0065	94.5254	N	08/2025	Incumbent
35-1012.00	18715	IM	n/a	4.01	65	0.3724	3.2671	4.7552	N	08/2025	Incumbent
35-1012.00	18715	RT	n/a	91.72	73	3.9709	79.6171	96.9130	N	08/2025	Incumbent
35-1012.00	2155	IM	n/a	3.96	57	0.4278	3.1045	4.8183	N	08/2025	Incumbent
35-1012.00	2155	RT	n/a	77.90	73	7.9263	58.4654	89.8186	N	08/2025	Incumbent
35-1012.00	2154	IM	n/a	3.96	59	0.2995	3.3597	4.5586	N	08/2025	Incumbent
35-1012.00	2154	RT	n/a	87.47	72	2.8109	80.7188	92.0902	N	08/2025	Incumbent
35-1012.00	2148	IM	n/a	3.96	61	0.4301	3.0960	4.8167	N	08/2025	Incumbent
35-1012.00	2148	RT	n/a	91.75	75	3.7321	80.6343	96.7426	N	08/2025	Incumbent
35-1012.00	18716	IM	n/a	3.95	54	0.3614	3.2233	4.6732	N	08/2025	Incumbent
35-1012.00	18716	RT	n/a	82.82	72	9.3954	56.3733	94.7359	N	08/2025	Incumbent
35-1012.00	2153	IM	n/a	3.91	59	0.3356	3.2393	4.5828	N	08/2025	Incumbent
35-1012.00	2153	RT	n/a	82.68	74	10.1888	53.6204	95.1684	N	08/2025	Incumbent
35-1012.00	2147	IM	n/a	3.67	71	0.2917	3.0868	4.2504	N	08/2025	Incumbent
35-1012.00	2147	RT	n/a	89.71	74	7.7207	62.2083	97.8819	N	08/2025	Incumbent
35-1012.00	2156	IM	n/a	3.51	31	0.4388	2.6126	4.4050	N	08/2025	Incumbent
35-1012.00	2156	RT	n/a	74.70	74	8.3575	55.0149	87.6947	N	08/2025	Incumbent
35-1012.00	2167	IM	n/a	3.42	44	0.3480	2.7141	4.1178	N	08/2025	Incumbent
35-1012.00	2167	RT	n/a	81.88	73	3.8991	72.8009	88.4167	N	08/2025	Incumbent
35-1012.00	2144	IM	n/a	4.47	31	0.2644	3.9278	5.0000	N	08/2025	Incumbent
35-1012.00	2144	RT	n/a	63.32	73	8.8287	44.7259	78.6472	N	08/2025	Incumbent
35-1012.00	2158	IM	n/a	4.44	50	0.1639	4.1106	4.7692	N	08/2025	Incumbent
35-1012.00	2158	RT	n/a	57.50	73	15.6214	27.4471	82.8710	N	08/2025	Incumbent
35-1012.00	18721	IM	n/a	4.34	35	0.3212	3.6889	4.9943	N	08/2025	Incumbent
35-1012.00	18721	RT	n/a	29.45	73	13.1102	10.6090	59.4911	N	08/2025	Incumbent
35-1012.00	18719	IM	n/a	4.23	44	0.3407	3.5409	4.9153	N	08/2025	Incumbent
35-1012.00	18719	RT	n/a	52.41	73	14.9447	25.0098	78.4281	N	08/2025	Incumbent
35-1012.00	18717	IM	n/a	4.23	42	0.2304	3.7614	4.6920	N	08/2025	Incumbent
35-1012.00	18717	RT	n/a	53.66	73	11.2097	32.0415	73.9905	N	08/2025	Incumbent
35-1012.00	2151	IM	n/a	4.22	57	0.3010	3.6193	4.8252	N	08/2025	Incumbent
35-1012.00	2151	RT	n/a	62.57	73	17.8853	26.7282	88.4566	N	08/2025	Incumbent
35-1012.00	2161	IM	n/a	4.11	43	0.2763	3.5569	4.6719	N	08/2025	Incumbent
35-1012.00	2161	RT	n/a	61.46	75	16.7226	28.0867	86.6821	N	08/2025	Incumbent
35-1012.00	18718	IM	n/a	4.11	51	0.3184	3.4724	4.7513	N	08/2025	Incumbent
35-1012.00	18718	RT	n/a	64.65	75	12.4783	38.1241	84.4431	N	08/2025	Incumbent
35-1012.00	2164	IM	n/a	3.90	24	0.1947	3.5007	4.3063	N	08/2025	Incumbent
35-1012.00	2164	RT	n/a	41.96	72	12.5377	20.5752	66.8688	N	08/2025	Incumbent
35-1012.00	2165	IM	n/a	3.75	34	0.3200	3.0953	4.3973	N	08/2025	Incumbent
35-1012.00	2165	RT	n/a	45.51	73	13.1325	22.5162	70.5897	N	08/2025	Incumbent
35-1012.00	18720	IM	n/a	3.71	43	0.3026	3.1043	4.3255	N	08/2025	Incumbent
35-1012.00	18720	RT	n/a	52.55	73	14.0117	26.5368	77.2434	N	08/2025	Incumbent
35-1012.00	2166	IM	n/a	3.71	42	0.3546	2.9896	4.4217	N	08/2025	Incumbent
35-1012.00	2166	RT	n/a	62.04	73	16.5928	28.6337	86.9421	N	08/2025	Incumbent
35-2011.00	5070	IM	n/a	4.85	28	0.1193	4.6078	5.0000	N	08/2019	Incumbent
35-2011.00	5070	RT	n/a	89.05	55	9.2631	54.7729	98.2002	N	08/2019	Incumbent
35-2011.00	5062	IM	n/a	4.74	52	0.0778	4.5802	4.8927	N	08/2019	Incumbent
35-2011.00	5062	RT	n/a	99.92	54	0.0902	99.2179	99.9922	N	08/2019	Incumbent
35-2011.00	5065	IM	n/a	4.73	42	0.1024	4.5277	4.9412	N	08/2019	Incumbent
35-2011.00	5065	RT	n/a	97.04	56	2.4523	85.5541	99.4524	N	08/2019	Incumbent
35-2011.00	5055	IM	n/a	4.73	55	0.1317	4.4677	4.9958	N	08/2019	Incumbent
35-2011.00	5055	RT	n/a	100.00	56	0.0000	n/a	n/a	N	08/2019	Incumbent
35-2011.00	5059	IM	n/a	4.67	47	0.1919	4.2796	5.0000	N	08/2019	Incumbent
35-2011.00	5059	RT	n/a	92.60	56	7.7761	56.2699	99.1858	N	08/2019	Incumbent
35-2011.00	5068	IM	n/a	4.65	29	0.2044	4.2325	5.0000	N	08/2019	Incumbent
35-2011.00	5068	RT	n/a	93.11	54	5.4673	70.9809	98.6777	N	08/2019	Incumbent
35-2011.00	5054	IM	n/a	4.63	55	0.2367	4.1585	5.0000	N	08/2019	Incumbent
35-2011.00	5054	RT	n/a	100.00	56	0.0000	n/a	n/a	N	08/2019	Incumbent
35-2011.00	5058	IM	n/a	4.63	49	0.2432	4.1389	5.0000	N	08/2019	Incumbent
35-2011.00	5058	RT	n/a	98.76	55	1.2422	91.2613	99.8349	N	08/2019	Incumbent
35-2011.00	5063	IM	n/a	4.59	36	0.1695	4.2448	4.9330	N	08/2019	Incumbent
