styrk08,styrk08_name,eloundou_beta,eloundou_q,felten_aioe,felten_q,felten_aioe_lm,felten_lm_q,handa_overall,handa_overall_q,handa_automation,handa_automation_q,handa_augmentation,handa_augmentation_q,anthropic2026_job_exposure,anthropic2026_q,mouchel_grounded,mouchel_grounded_q,mouchel_calibrated,mouchel_calibrated_q,relational,relational_q,ai_exposure_z,relational_z,exposure_relational_interaction,quadrant
3433,Tekniske konservatorer,0.354257,3.0,-0.327591,3.0,-0.282856,3.0,0.23232502,5.0,0.48309913,5.0,0.51690087,2.0,0.035967,3.0,0.246569,3.0,0.199992,3.0,-0.430091,2.0,-0.14397251054420865,-0.5148425235634312,0.07412317065234308,shielded_transactional
3434,Sjefskokker,0.386508,3.0,-0.262596,3.0,-0.161088,3.0,0.01273577,2.0,0.16037736,2.0,0.33962264,1.0,0.0282,3.0,0.221634,3.0,0.141101,3.0,1.101812,5.0,-0.03362260813406452,1.2219069961855182,-0.04108370010901755,shielded_relational
3439,Andre yrker innen estetiske fag,,,,,,,,,,,,,,,,,,,,,,,,
3511,"Driftsteknikere, IKT",0.735786,5.0,0.704052,4.0,0.407898,4.0,0.5051169,5.0,0.14430268,2.0,0.85569732,5.0,0.3106,5.0,0.661727,5.0,0.622477,5.0,-0.147169,3.0,1.3016874512648637,-0.19408811050567729,-0.2526420578849483,exposed_transactional
3512,"Brukerstøtte, IKT",0.611111,5.0,0.299343,3.0,0.326174,3.0,0.12294122,4.0,0.25280899,3.0,0.74719101,5.0,0.4685,5.0,0.511694,5.0,0.549275,5.0,-0.369081,2.0,0.7932074812083347,-0.44567424841814884,-0.3535121480271775,exposed_transactional
3513,"Nettverks- og systemteknikere, IKT",0.634615,5.0,0.786061,4.0,0.656632,4.0,0.26632129,5.0,0.17384174,2.0,0.82615826,5.0,0.2867,5.0,0.624603,5.0,0.557109,5.0,-0.825855,1.0,1.1080943832514043,-0.9635282020521626,-1.0676801887983256,exposed_transactional
3514,Internett-teknikere,0.785538,5.0,0.939497,4.0,0.631871,4.0,3.75004108,5.0,0.21559982,2.0,0.78440018,5.0,0.35095,5.0,0.691597,5.0,0.649139,5.0,-0.411815,2.0,1.5440596768360897,-0.4941226514677881,-0.7629548615427447,exposed_transactional
3521,Teknikere innen radio og tv,0.393546,3.0,0.212224,3.0,0.083868,3.0,0.02294492,2.0,0.65612869,5.0,0.34387131,1.0,0.050525,3.0,0.182974,3.0,0.115182,3.0,-0.143593,3.0,0.2362837058344746,-0.1900339267338443,-0.04490192044294977,exposed_transactional
3522,Teknikere innen telekom,0.40566,4.0,0.351525,3.0,0.078001,3.0,0.20613453,5.0,0.39247005,4.0,0.60752995,3.0,0.0202,3.0,0.333882,4.0,0.308864,4.0,-0.588387,2.0,0.3390444295341828,-0.6943059112441,-0.23540055159996684,exposed_transactional
4110,Kontormedarbeidere,0.595022,5.0,1.238368,5.0,1.250384,5.0,0.41386103,5.0,0.58398024,5.0,0.41601976,2.0,0.347,5.0,0.590063,5.0,0.538696,5.0,0.102059,3.0,1.2565848468045688,0.08846673096143333,0.1111659535724737,exposed_relational
4131,Stenografer mv.,0.743243,5.0,0.621961,4.0,0.507238,4.0,0.38967335,5.0,0.48104396,5.0,0.51895604,2.0,0.2385,5.0,0.766875,5.0,0.716957,5.0,-0.697178,2.0,1.2753733760393249,-0.8176444757635297,-1.0428019954544367,exposed_transactional
4132,Dataregistrere,0.892857,5.0,0.310808,3.0,0.172331,3.0,0.01047619,1.0,1.0,5.0,0.0,1.0,0.6707,5.0,0.719945,5.0,0.755082,5.0,-0.821474,1.0,1.4603331391348944,-0.9585613734435496,-1.3998189395342746,exposed_transactional
4211,"Kundebehandlere, bank og postkontor",0.428241,4.0,-0.022964,3.0,0.073773,3.0,0.00683007,1.0,0.25609756,3.0,0.24390244,1.0,0.01155,2.0,0.263652,3.0,0.183426,3.0,0.068006,3.0,0.19217061035975758,0.04986015378519503,0.009581656185532306,exposed_relational
4212,"Bingoverter, bookmakere mv.",0.337821,3.0,0.383939,4.0,0.386707,4.0,0.01725491,2.0,0.21830986,2.0,0.28169014,1.0,0.01306,3.0,0.18669,3.0,0.144736,3.0,0.33528,4.0,0.19718483959537186,0.3528741116802972,0.06958142510903874,exposed_relational
4213,Pantelånere mv.,,,,,,,,,,,,,,,,,,,,,,,,
4214,Inkassomedarbeidere mv.,0.60783,5.0,1.257279,5.0,1.337433,5.0,0.0765173,4.0,0.40633291,5.0,0.59366709,3.0,0.17275,4.0,0.546723,5.0,0.505552,5.0,0.929916,5.0,1.296725949674894,1.0270250125045897,1.3317699846798838,exposed_relational
4221,Reisebyråmedarbeidere mv.,0.518893,5.0,0.892368,4.0,0.98663,4.0,0.04906009,3.0,0.26836193,3.0,0.73163807,4.0,0.293867,5.0,0.546552,5.0,0.479076,5.0,1.246415,5.0,0.8933300343135682,1.3858463518785729,1.2380181690770187,exposed_relational
4222,Kundesentermedarbeidere,0.550758,5.0,0.984719,4.0,1.054414,5.0,0.15046691,4.0,0.40233316,5.0,0.59766684,3.0,0.56745,5.0,0.559659,5.0,0.502094,5.0,0.390877,4.0,1.0173732533483517,0.4159055588734173,0.42313119151671297,exposed_relational
4223,Sentralbordoperatører,0.761885,5.0,1.001488,4.0,1.328054,5.0,0.13839874,4.0,0.22743123,2.0,0.27256877,1.0,0.19315,5.0,0.361904,4.0,0.307844,4.0,-0.153804,3.0,1.521649500799164,-0.20161034465727454,-0.3067802803036892,exposed_transactional
4224,Hotellresepsjonister,0.483333,4.0,0.731072,4.0,0.890688,4.0,0.03214754,3.0,0.41097845,5.0,0.58902155,3.0,0.18,5.0,0.455679,4.0,0.324588,4.0,1.290351,5.0,0.7238244660360342,1.4356574867217644,1.039164013737016,exposed_relational
4225,Informasjonsskrankemedarbeidere,0.74881,5.0,1.081472,5.0,1.108557,5.0,0.22308132,5.0,0.47337252,5.0,0.52662748,2.0,0.3562,5.0,0.601753,5.0,0.590813,5.0,0.135758,3.0,1.5336586979661109,0.12667197115354722,0.19427157034814999,exposed_relational
4226,Resepsjonister (ekskl. hotell),0.533333,5.0,1.013186,4.0,1.032934,5.0,0.15878624,4.0,0.49142431,5.0,0.50857569,2.0,0.4338,5.0,0.492227,4.0,0.473476,5.0,0.312743,4.0,0.9916840970030594,0.32732345741133756,0.32460146729088163,exposed_relational
4227,Intervjuere,0.672414,5.0,1.297031,5.0,1.44861,5.0,0.18805796,4.0,0.53731343,5.0,0.46268657,2.0,0.3851,5.0,0.45645,4.0,0.395954,4.0,0.812634,4.0,1.4694613541902646,0.8940600289676449,1.3137866608941826,exposed_relational
4229,Andre opplysningsmedarbeidere,0.68,5.0,1.226286,5.0,1.416653,5.0,0.0514566,3.0,0.18158568,2.0,0.81841432,5.0,0.0597,4.0,0.626507,5.0,0.543117,5.0,0.889868,4.0,1.4495048801121206,0.9816217821650017,1.4228655636725271,exposed_relational
4311,Regnskapsmedarbeidere,0.788068,5.0,1.186602,5.0,0.976909,4.0,0.07158733,3.0,0.48675826,5.0,0.51324174,2.0,0.2514,5.0,0.685439,5.0,0.693471,5.0,-0.727584,2.0,1.681866404192455,-0.8521163750270514,-1.4331459036202563,exposed_transactional
4312,Forsikrings- og finansmedarbeidere,0.68075,5.0,1.272953,5.0,1.260856,5.0,0.03372924,3.0,0.39434601,4.0,0.40565399,2.0,0.13058,4.0,0.55269,5.0,0.489387,5.0,0.101453,3.0,1.4761689655617138,0.08777969646318647,0.1295776637253832,exposed_relational
4313,Lønningsmedarbeidere,0.837838,5.0,1.257632,5.0,1.155485,5.0,0.01674137,2.0,0.29292929,3.0,0.70707071,4.0,0.0487,3.0,0.70242,5.0,0.623776,5.0,-0.846225,1.0,1.836538476209439,-0.9866220844437279,-1.8119694195588645,exposed_transactional
4321,Lagermedarbeidere og material-forvaltere,0.324974,3.0,-0.573898,2.0,-0.537878,2.0,0.01359166,2.0,0.2359522,3.0,0.7640478,5.0,0.0,1.0,0.22906,3.0,0.163361,3.0,-0.409463,2.0,-0.34411886340964454,-0.49145614133597854,0.16911932877222655,shielded_transactional
4322,Logistikkmedarbeidere,0.596154,5.0,0.69991,4.0,0.661422,4.0,0.02526612,2.0,0.53645833,5.0,0.46354167,2.0,0.0934,4.0,0.562282,5.0,0.48858,5.0,-0.663597,2.0,0.9718849379683278,-0.7795730145661239,-0.7576552709033796,exposed_transactional
4323,Transportfunksjonærer,0.673913,5.0,1.234523,5.0,1.128045,5.0,0.00297853,1.0,0.0,1.0,1.0,5.0,0.2258,5.0,0.567676,5.0,0.516465,5.0,0.381031,4.0,1.4396198977964598,0.404742948857347,0.5826760026678517,exposed_relational
4411,Bibliotekassistenter,0.550895,5.0,0.120928,3.0,0.227875,3.0,0.21404303,5.0,0.4225018,5.0,0.5774982,2.0,0.0759,4.0,0.304015,4.0,0.264171,4.0,-0.260867,3.0,0.5567204210300669,-0.32298984050843604,-0.17981503999629067,exposed_transactional
4412,Postbud og postsorterere,0.234429,2.0,-0.909199,2.0,-0.778269,2.0,0.00708684,1.0,0.1875,2.0,0.3125,1.0,0.00824,2.0,0.100246,2.0,0.069303,2.0,-0.777178,1.0,-0.7354855300719003,-0.9083420992944687,0.6680724703862151,shielded_transactional
4413,Kodere mv.,0.975,5.0,1.288375,5.0,1.436193,5.0,0.03348274,3.0,0.46666667,5.0,0.53333333,2.0,0.1781,4.0,0.887208,5.0,0.863895,5.0,-1.976862,1.0,2.174742095820112,-2.2684481966456054,-4.933289785432417,exposed_transactional
4415,Arkivassistenter,0.595588,5.0,-0.116583,3.0,-0.168529,3.0,0.06121384,3.0,0.34843892,4.0,0.65156108,3.0,0.09035,4.0,0.314548,4.0,0.254721,4.0,-0.598077,2.0,0.5348240348499043,-0.705291660894285,-0.37720693182547194,exposed_transactional
4416,Personalkontormedarbeidere,0.62069,5.0,1.353098,5.0,1.480714,5.0,0.07199816,3.0,0.38860972,4.0,0.61139028,3.0,0.4046,5.0,0.684461,5.0,0.633931,5.0,0.365251,4.0,1.3780320891367166,0.38685284261586933,0.5330956308984238,exposed_relational
5111,"Flyverter, båtverter mv.",0.239841,2.0,-0.33024,3.0,-0.138335,3.0,0.00849051,1.0,0.0,1.0,0.66666667,4.0,0.1041,4.0,0.188382,3.0,0.120192,3.0,1.005816,5.0,-0.4138187454370759,1.1130743828295682,-0.4606110446806795,shielded_relational
5112,Konduktører,0.276428,3.0,-0.1143,3.0,-0.025047,3.0,0.01021942,1.0,0.0,1.0,0.5,2.0,0.1169,4.0,0.241503,3.0,0.161242,3.0,0.858455,4.0,-0.21274218059872846,0.9460082265652844,-0.20125585298383455,shielded_relational
5113,Reiseledere og guider,0.335487,3.0,0.465262,4.0,0.638736,4.0,0.09521012,4.0,0.41303907,5.0,0.58696093,3.0,0.0425,3.0,0.369562,4.0,0.246354,4.0,1.025036,5.0,0.23510818397284272,1.1348644868828761,0.266815928566305,exposed_relational
5120,Kokker,0.193279,2.0,-0.603117,2.0,-0.534856,2.0,0.02052102,2.0,0.26382429,3.0,0.13617571,1.0,0.0136,3.0,0.121911,2.0,0.083307,2.0,-0.014486,3.0,-0.6686829937926649,-0.043662700718732655,0.029196505433675295,shielded_relational
5131,Servitører,0.156652,2.0,-0.83756,2.0,-0.457187,2.0,0.00883287,1.0,0.27272727,3.0,0.72727273,4.0,0.0,1.0,0.050831,1.0,0.027151,1.0,0.214771,3.0,-0.8797277899468284,0.21625061275417318,-0.1902416736328762,shielded_relational
5132,Bartendere,0.194444,2.0,-0.615988,2.0,-0.411,2.0,0.01571429,2.0,0.40277778,5.0,0.59722222,3.0,0.0,1.0,0.048059,1.0,0.008915,1.0,0.745788,4.0,-0.6728185659399665,0.8182753621857807,-0.5505508557298436,shielded_relational
5141,Frisører,0.199314,2.0,-0.327202,3.0,-0.176985,3.0,0.06244634,3.0,0.24415993,3.0,0.42250674,2.0,0.0243,3.0,0.183405,3.0,0.131789,3.0,0.554812,4.0,-0.5072782869398295,0.6017619952927232,-0.30526079411758633,shielded_relational
5142,Kosmetologer mv.,0.200133,2.0,-0.307743,3.0,-0.18368,3.0,0.03851542,3.0,0.1272844,2.0,0.53938226,2.0,0.01215,2.0,0.173207,3.0,0.126104,3.0,0.243552,3.0,-0.4949722527998901,0.24888021653972262,-0.12318880145799097,shielded_relational
5151,Renholdsledere i bedrifter,0.265306,3.0,-0.585413,2.0,-0.366885,3.0,0.0725117,3.0,0.31298905,4.0,0.68701095,4.0,0.0436,3.0,0.230644,3.0,0.151926,3.0,0.619676,4.0,-0.49025171629437647,0.6752996284516085,-0.33106680186135584,shielded_relational
5152,Husholdere,0.153486,2.0,-0.585413,2.0,-0.366885,3.0,0.0725117,3.0,0.31298905,4.0,0.68701095,4.0,0.0436,3.0,0.17187,3.0,0.099692,2.0,0.619676,4.0,-0.7525937725799092,0.6752996284516085,-0.508226294998207,shielded_relational
5153,Vaktmestre,0.0,1.0,-1.436201,1.0,-1.093042,1.0,,,,,,,0.0,1.0,0.022144,1.0,0.009172,1.0,-0.967948,1.0,-1.566723876669119,-1.124621919806934,1.7619720139869868,shielded_transactional
5161,Astrologer mv.,0.526316,5.0,,,,,,,,,,,,,0.359023,4.0,0.264903,4.0,,,0.8787761493930131,,,
5163,Begravelsesbyrå- og krematoriearbeidere,0.126856,1.0,-0.488687,2.0,-0.309759,3.0,0.01273577,2.0,0.1952381,2.0,0.8047619,5.0,0.0,1.0,0.093528,2.0,0.064732,2.0,0.75481,4.0,-0.7634514964202691,0.8285037866794823,-0.6325224557303102,shielded_relational
5164,Dyrepassere og - trenere mv.,0.238907,2.0,-0.537273,2.0,-0.304845,3.0,0.05320263,3.0,0.17031491,2.0,0.57968509,3.0,0.0151,3.0,0.157477,2.0,0.104228,2.0,0.181407,3.0,-0.5264960927719362,0.17842516886059515,-0.09394015425727628,shielded_relational
5165,Kjøreskolelærere,0.36,3.0,0.526352,4.0,0.824783,4.0,0.22905172,5.0,0.40248933,5.0,0.59751067,3.0,0.0662,4.0,0.295006,3.0,0.227867,4.0,-0.102901,3.0,0.3252199263825588,-0.14390058052483223,-0.04679933620469341,exposed_transactional
5169,Andre personlige tjenesteytere,0.221113,2.0,0.151064,3.0,0.404419,4.0,0.1206303,4.0,0.28065327,3.0,0.46934673,2.0,0.045725,3.0,0.20174,3.0,0.122075,3.0,1.227769,5.0,-0.2009020319978671,1.3647070032740993,-0.27417241003948645,shielded_relational
5211,Torghandlere,0.26087,3.0,1.107101,5.0,1.511458,5.0,0.01930906,2.0,0.16504854,2.0,0.83495146,5.0,0.1758,4.0,0.120465,2.0,0.071092,2.0,1.389963,5.0,0.40257490440540344,1.548589632661313,0.6234233233318269,exposed_relational
5212,"Gateselgere, mat",0.19525,2.0,0.19004,3.0,0.533212,4.0,0.01304389,2.0,0.35525154,4.0,0.64474846,3.0,0.0879,4.0,0.085956,2.0,0.043204,1.0,0.56829,4.0,-0.24077939118487102,0.6170422774170982,-0.14857106389181518,shielded_relational
5221,Innehavere av kiosk/liten butikk,0.480769,4.0,0.574877,4.0,0.677615,4.0,0.03861813,3.0,0.34461538,4.0,0.65538462,3.0,0.1378,4.0,0.550819,5.0,0.482939,5.0,1.224363,5.0,0.6344533745574779,1.3608455519522695,0.863393052687651,exposed_relational
5222,Butikkavdelingssjefer,0.486486,4.0,0.019183,3.0,0.201138,3.0,0.03872084,3.0,0.20072993,2.0,0.79927007,5.0,0.2627,5.0,0.305053,4.0,0.207137,3.0,1.096815,5.0,0.35131214706680886,1.216241795875717,0.4272805166614896,exposed_relational
5223,Butikkmedarbeidere,0.342481,3.0,-0.015592,3.0,0.171877,3.0,0.07667136,4.0,0.29521402,3.0,0.70478598,4.0,0.1611,4.0,0.292595,3.0,0.164969,3.0,1.10589,5.0,-0.00509763914658181,1.2265303075450078,-0.006252408910210459,shielded_relational
5230,Billettselgere,0.235604,2.0,-0.149091,3.0,-0.105666,3.0,0.25481802,5.0,0.20532586,2.0,0.79467414,5.0,0.0423,3.0,0.18314,3.0,0.12038,3.0,-0.056907,3.0,-0.3270864962301382,-0.09175624931630716,0.03001223009608992,shielded_relational
5241,Mannekenger og modeller,0.233333,2.0,-1.122021,1.0,-0.503436,2.0,0.00369748,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.341337,4.0,0.194869,3.0,-1.244309,1.0,-0.8516323287729021,-1.4379379940148567,1.2245944824739077,shielded_transactional
5242,Demonstrasjonsselgere,0.128205,1.0,0.123565,3.0,0.334189,3.0,0.07014942,3.0,0.35185185,4.0,0.64814815,3.0,0.0788,4.0,0.152163,2.0,0.116491,3.0,0.458635,4.0,-0.43354967903626596,0.49272417856353434,-0.2136204094696281,shielded_relational
5243,Dørselgere,0.26087,3.0,1.107101,5.0,1.511458,5.0,0.01930906,2.0,0.16504854,2.0,0.83495146,5.0,0.1758,4.0,0.120465,2.0,0.071092,2.0,1.389963,5.0,0.40257490440540344,1.548589632661313,0.6234233233318269,exposed_relational
5244,Telefon- og nettselgere,0.805556,5.0,1.118129,5.0,1.925633,5.0,0.04015875,3.0,0.22089552,2.0,0.77910448,5.0,0.2852,5.0,0.843248,5.0,0.818654,5.0,0.729443,4.0,1.6863535993724357,0.7997447039781157,1.3486523601325384,exposed_relational
5245,Servicemedarbeidere (bensinstasjon),0.230535,2.0,-0.537432,2.0,-0.520183,2.0,0.01170869,2.0,0.09868421,1.0,0.40131579,2.0,0.0,1.0,0.177473,3.0,0.122002,3.0,0.379038,4.0,-0.5462225809860928,0.4024834443111325,-0.21984554575579912,shielded_relational
5246,Gatekjøkken- og kafémedarbeidere mv.,0.064693,1.0,-0.9809,1.0,-0.687412,2.0,0.00914099,1.0,0.26470588,3.0,0.23529412,1.0,0.0,1.0,0.032395,1.0,0.015519,1.0,-0.129251,3.0,-1.1719691616765184,-0.17377411027533524,0.2036578983404675,shielded_transactional
5249,Andre salgsmedarbeidere,0.532258,5.0,0.078437,3.0,0.14271,3.0,0.16299726,4.0,0.32432432,4.0,0.67567568,4.0,0.2048,5.0,0.21043,3.0,0.128468,3.0,0.40037,4.0,0.4903200415334221,0.4266679656256574,0.20920385462655305,exposed_relational
5311,Barnehage- og skolefritidsassistenter mv.,0.24933,2.0,0.023414,3.0,0.230211,3.0,0.10409434,4.0,0.43482899,5.0,0.56517101,2.0,0.02735,3.0,0.226522,3.0,0.156647,3.0,1.015403,5.0,-0.20282405980505847,1.123943359289457,-0.22796275512202313,shielded_relational
5312,Skoleassistenter,0.316667,3.0,0.451664,4.0,0.74757,4.0,0.06975726,3.0,0.42197936,5.0,0.57802064,2.0,,,0.063067,1.0,0.052612,2.0,1.147286,5.0,0.18369762322308253,1.2734617928410923,0.23393190461031416,exposed_relational
5321,Helsefagarbeidere,0.113347,1.0,-0.700293,2.0,-0.394744,2.0,0.00672736,1.0,0.0,1.0,0.5,2.0,0.0,1.0,0.082666,2.0,0.049862,2.0,0.766823,4.0,-0.9080716270074981,0.842123168572947,-0.7647081558267456,shielded_relational
5322,Hjemmehjelper,0.218792,2.0,-0.262804,3.0,0.005687,3.0,0.07367572,3.0,0.61456256,5.0,0.38543744,2.0,0.0425,3.0,0.212888,3.0,0.140179,3.0,1.041451,5.0,-0.4272138491513272,1.1534745055111306,-0.4927802833973339,shielded_relational
5329,Andre pleiemedarbeidere,0.216049,2.0,-0.60748,2.0,-0.401367,2.0,0.01332634,2.0,0.3525641,4.0,0.3974359,2.0,0.011013,2.0,0.135429,2.0,0.102772,2.0,0.33413,4.0,-0.6175904382271291,0.3515703333420399,-0.2171264762363683,shielded_relational
5411,Brannkonstabler,0.277723,3.0,-0.956627,2.0,-0.961765,2.0,0.00308123,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.101866,2.0,0.06577,2.0,1.24416,5.0,-0.6592236508506077,1.3832898126152944,-0.9118973604567074,shielded_relational
5413,Fengselsbetjenter,0.271986,3.0,-0.722982,2.0,-0.515261,2.0,0.1687489,4.0,0.31788297,4.0,0.18211703,1.0,0.01575,3.0,0.131218,2.0,0.078801,2.0,1.350964,5.0,-0.5479953363621828,1.5043756749102746,-0.8243908539875416,shielded_relational
5414,Vektere,0.317232,3.0,-0.056435,3.0,-0.171008,3.0,0.00631653,1.0,0.55315615,5.0,0.44684385,2.0,0.0,1.0,0.13649,2.0,0.085899,2.0,0.124862,3.0,-0.0861310216547928,0.11431895482863334,-0.009846408373898299,shielded_relational
5419,Andre sikkerhetsarbeidere,0.309155,3.0,-0.247868,3.0,-0.211324,3.0,0.009992,1.0,0.354148,4.0,0.21728057,1.0,0.0148,3.0,0.137591,2.0,0.09756,2.0,0.459688,4.0,-0.2072414750136784,0.4939179860332603,-0.10236029196131828,shielded_relational
6111,Korn- og grønnsaksprodusenter,0.140351,2.0,-0.81217,2.0,-0.898782,2.0,,,,,,,0.0,1.0,0.085869,2.0,0.050307,2.0,-0.254531,3.0,-0.9044220027351724,-0.3158065887247857,0.28562242745143357,shielded_transactional
6112,Frukt- og bærprodusenter,0.140351,2.0,-0.81217,2.0,-0.898782,2.0,,,,,,,0.0,1.0,0.085869,2.0,0.050307,2.0,-0.254531,3.0,-0.9044220027351724,-0.3158065887247857,0.28562242745143357,shielded_transactional
6113,Gartnere,0.138507,2.0,-1.142359,1.0,-1.102107,1.0,0.04113447,3.0,0.23140917,3.0,0.76859083,5.0,0.0361,3.0,0.100026,2.0,0.066651,2.0,-0.271706,3.0,-1.084958246766704,-0.3352782347765841,0.36376288578223803,shielded_transactional
6114,"Kombinasjonsbrukere, nyttevekster",0.140351,2.0,-0.81217,2.0,-0.898782,2.0,,,,,,,0.0,1.0,0.085869,2.0,0.050307,2.0,-0.254531,3.0,-0.9044220027351724,-0.3158065887247857,0.28562242745143357,shielded_transactional
6121,Melke- og husdyrprodusenter,0.223684,2.0,-0.761738,2.0,-0.749353,2.0,0.00205416,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.152226,2.0,0.108224,2.0,-0.449489,2.0,-0.6819998431563121,-0.5368344298290956,0.3661209969443514,shielded_transactional
6122,Egg- og fjærfeprodusenter,0.223684,2.0,-0.761738,2.0,-0.749353,2.0,0.00205416,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.152226,2.0,0.108224,2.0,-0.449489,2.0,-0.6819998431563121,-0.5368344298290956,0.3661209969443514,shielded_transactional
6123,Birøktere mv.,0.223684,2.0,-0.761738,2.0,-0.749353,2.0,0.00205416,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.152226,2.0,0.108224,2.0,-0.449489,2.0,-0.6819998431563121,-0.5368344298290956,0.3661209969443514,shielded_transactional
6129,Andre dyreoppdrettere og røktere,0.223684,2.0,-0.761738,2.0,-0.749353,2.0,0.00205416,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.152226,2.0,0.108224,2.0,-0.449489,2.0,-0.6819998431563121,-0.5368344298290956,0.3661209969443514,shielded_transactional
6130,Plante- og husdyrprodusenter (kombinasjonsbruk),0.149123,2.0,-0.889544,2.0,-0.912892,2.0,0.00205416,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.105252,2.0,0.07428,2.0,-0.551403,2.0,-0.9251336493111953,-0.6523763998857469,0.6035353595508007,shielded_transactional
6210,Skogbrukere,0.150691,2.0,-0.963866,1.0,-1.081433,1.0,,,,,,,0.0,1.0,0.046204,1.0,0.029568,1.0,-0.648406,2.0,-0.9611179318088307,-0.7623506695778929,0.7327088988577817,shielded_transactional
6221,Havbruksarbeidere,0.223684,2.0,-0.761738,2.0,-0.749353,2.0,0.00205416,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.152226,2.0,0.108224,2.0,-0.449489,2.0,-0.6819998431563121,-0.5368344298290956,0.3661209969443514,shielded_transactional
6222,Fiskere,0.162281,2.0,-0.996217,1.0,-1.034533,1.0,,,,,,,0.0,1.0,0.092769,2.0,0.054137,2.0,-0.595456,2.0,-0.9511910805736787,-0.7023201800033526,0.6680406909260895,shielded_transactional
6224,Fangstfolk,0.162281,2.0,-0.891991,2.0,-0.965836,2.0,,,,,,,0.0,1.0,0.092769,2.0,0.054137,2.0,-0.595456,2.0,-0.8955694057456807,-0.7023201800033526,0.628976466248802,shielded_transactional
7112,Murere,0.019231,1.0,-1.495901,1.0,-1.407848,1.0,,,,,,,0.0,1.0,0.013944,1.0,0.007824,1.0,-1.016116,1.0,-1.5534655760186165,-1.1792309589349124,1.831894700880809,shielded_transactional
7113,Steinhoggere mv.,0.020833,1.0,-1.348745,1.0,-1.216269,1.0,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.10466,3.0,-1.4711752325000158,0.091415537446483,-0.1344882745569435,shielded_relational
7114,Betongarbeidere,0.013889,1.0,-1.512067,1.0,-1.437329,1.0,0.01386555,2.0,0.25581395,3.0,0.74418605,5.0,0.0,1.0,0.006328,1.0,0.00355,1.0,-0.658233,2.0,-1.5746257112560906,-0.7734917389083745,1.2179599795293097,shielded_transactional
7115,Tømrere og snekkere,0.144444,2.0,-1.323631,1.0,-1.245253,1.0,0.01468721,2.0,0.39473684,5.0,0.60526316,3.0,0.0,1.0,0.108917,2.0,0.052012,2.0,-0.370678,2.0,-1.1677677491097362,-0.4474847997278852,0.5225583173390536,shielded_transactional
7119,Andre bygningsarbeidere,0.10377,1.0,-1.164386,1.0,-1.153462,1.0,0.00917523,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.089437,2.0,0.040832,1.0,-0.245481,3.0,-1.1782101002495633,-0.30554642006284816,0.3599978782131435,shielded_transactional
7121,Taktekkere,0.04,1.0,-1.752941,1.0,-1.553439,1.0,0.00174603,1.0,0.0,1.0,0.0,1.0,0.0157,3.0,0.020364,1.0,0.011454,1.0,-0.632086,2.0,-1.6419122318321828,-0.7438483543775813,1.221333711680791,shielded_transactional
7122,Gulv- og flisleggere,0.055357,1.0,-1.459938,1.0,-1.308525,1.0,0.00831933,1.0,0.30263158,3.0,0.69736842,4.0,0.0,1.0,0.014866,1.0,0.011563,1.0,-0.77467,1.0,-1.4495178323542635,-0.9054987287967737,1.3125365545650405,shielded_transactional
7123,Gips- og sparklingsarbeidere,0.03953,1.0,-1.648111,1.0,-1.472865,1.0,0.01879553,2.0,0.2875817,3.0,0.7124183,4.0,0.0,1.0,0.030037,1.0,0.012707,1.0,-1.161835,1.0,-1.5870708957374804,-1.3444355464762234,2.1337145270073288,shielded_transactional
7124,Isolatører mv.,0.047727,1.0,-1.443694,1.0,-1.294783,1.0,,,,,,,0.02195,3.0,0.128388,2.0,0.077815,2.0,-0.90437,1.0,-1.4587498144229394,-1.0525422509463085,1.5353958132402303,shielded_transactional
7125,Glassarbeidere,0.083333,1.0,-1.388901,1.0,-1.267038,1.0,0.00482727,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.076691,1.0,0.056455,2.0,-0.544102,2.0,-1.3459731530617176,-0.6440991080182547,0.8669401073035701,shielded_transactional
7126,Rørleggere og VVS-montører,0.055515,1.0,-1.173415,1.0,-1.150302,1.0,0.04313727,3.0,0.34700315,4.0,0.65299685,3.0,0.0058,2.0,0.03366,1.0,0.019121,1.0,-0.620617,2.0,-1.296240107060453,-0.730845716324127,0.9473515295726598,shielded_transactional
7127,Kuldemontører mv.,0.25776,3.0,-0.434814,2.0,-0.505169,2.0,0.01591971,2.0,0.27968961,3.0,0.72031039,4.0,0.0603,4.0,0.190791,3.0,0.12951,3.0,0.012471,3.0,-0.42758618450035735,-0.01310100274968864,0.0056018077788680554,shielded_relational
7131,Malere og byggtapetserere,0.042085,1.0,-1.65776,1.0,-1.473231,1.0,0.00421102,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.044654,1.0,0.021326,1.0,-0.742055,2.0,-1.5862259087954598,-0.8685224414035041,1.3776727989245248,shielded_transactional
